"customer_name","gender","age","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","address","postcode","state","country","property_valuation"
"Shay Briand","M",67,57,"Project Manager","IT","Mass Customer","Yes",9,"1 Mandrake Way","3844","VIC","Australia",1
"Karney Burstow","M",51,51,"Design Engineer","Property","Mass Customer","Yes",6,"4011 Prairieview Court","2031","NSW","Australia",12
"Latrena Yetts","F",24,11,"Civil Engineer","Manufacturing","High Net Worth","Yes",15,"53877 Dakota Crossing","2871","NSW","Australia",3
"Jesse Alflat","M",39,31,"Executive Secretary","Health","High Net Worth","No",5,"49 Northfield Drive","2145","NSW","Australia",9
"Kelcie Kingaby","F",23,54,"Systems Administrator II","IT","Mass Customer","Yes",6,"0 Summit Center","4019","QLD","Australia",4
"Fabio Commuzzo","M",62,5,"Software Test Engineer II","Manufacturing","Mass Customer","No",18,"66 Shopko Circle","3806","VIC","Australia",8
"Heall Andrioli","M",82,46,"Environmental Tech","IT","Affluent Customer","Yes",7,"370 Eastwood Road","4133","QLD","Australia",5
"Rickert Brasted","M",64,47,"Staff Scientist","Health","Mass Customer","No",10,"20 Hoffman Park","2145","NSW","Australia",9
"Hedwig Jayme","F",71,38,"Accountant IV","Property","Affluent Customer","No",11,"6293 Hooker Point","2099","NSW","Australia",10
"Penrod Tomasicchio","M",55,5,"Account Coordinator","Health","High Net Worth","No",19,"30 Harper Trail","2318","NSW","Australia",9
"Pancho Edis","M",53,1,"Assistant Professor","Manufacturing","Mass Customer","No",13,"64467 Pankratz Pass","3023","VIC","Australia",7
"Andriana Gosnoll","F",59,53,"Chief Design Engineer","Manufacturing","Mass Customer","No",8,"900 Brown Junction","2291","NSW","Australia",10
"Nilson Wiggam","M",27,48,"Paralegal","Financial Services","Mass Customer","No",9,"8845 Spaight Way","3049","VIC","Australia",6
"Denny Spleving","F",50,84,"Business Systems Development Analyst","Manufacturing","Affluent Customer","Yes",5,"85420 Myrtle Road","2114","NSW","Australia",8
"Conway Juarez","M",56,27,"Help Desk Technician","Retail","Affluent Customer","No",17,"66904 American Ash Hill","4814","QLD","Australia",5
"Dru Crellim","F",60,57,"Geologist III","Financial Services","Mass Customer","No",12,"90 Morningstar Drive","3030","VIC","Australia",7
"Shaw MacEvilly","M",23,10,"Software Test Engineer III","Health","Affluent Customer","No",16,"34020 Sheridan Park","2768","NSW","Australia",9
"Brook Eade","F",66,65,"Sales Representative","Retail","Mass Customer","Yes",8,"58 Meadow Valley Court","2330","NSW","Australia",5
"Aleece Feige","F",48,49,"Civil Engineer","Manufacturing","Mass Customer","No",18,"2030 Anderson Lane","2141","NSW","Australia",10
"Dolorita Strutton","F",32,7,"General Manager","Manufacturing","Affluent Customer","No",17,"07 Acker Pass","3178","VIC","Australia",8
"Harman A'field","M",63,39,"Geologist III","Manufacturing","Affluent Customer","Yes",6,"31815 Vermont Drive","4227","QLD","Australia",5
"Hildegarde Bamb","F",62,16,"Help Desk Operator","Health","High Net Worth","Yes",10,"5070 Division Parkway","3910","VIC","Australia",9
"Launce Gale","M",84,86,"General Manager","Argiculture","Mass Customer","No",21,"4 Fordem Avenue","2777","NSW","Australia",9
"Ilise Clissold","F",36,58,"Developer IV","Entertainment","High Net Worth","No",9,"659 Comanche Plaza","2153","NSW","Australia",10
"Julita Prene","F",44,14,"Chemical Engineer","Manufacturing","High Net Worth","Yes",13,"5 Myrtle Junction","4128","QLD","Australia",2
"Ashlen Willbond","F",39,64,"Software Consultant","Health","High Net Worth","No",16,"723 Grayhawk Way","3934","VIC","Australia",8
"Keely Bointon","F",35,71,"Nurse","Telecommunications","High Net Worth","No",3,"55 Dorton Point","4154","QLD","Australia",9
"Poul Gaskin","M",73,78,"Help Desk Operator","Telecommunications","High Net Worth","No",17,"9 Killdeer Circle","2643","NSW","Australia",2
"Sheilakathryn Huff","F",65,45,"Assistant Manager","Telecommunications","High Net Worth","Yes",14,"04 Miller Drive","2477","NSW","Australia",6
"Rubia Evetts","F",33,59,"Pharmacist","Health","Mass Customer","No",16,"64213 Miller Point","2071","NSW","Australia",9
"Francklin Cross","M",42,51,"Teacher","Property","Mass Customer","Yes",3,"24593 Jackson Parkway","2231","NSW","Australia",10
"Wilone Champley","F",40,22,"Database Administrator III","Manufacturing","High Net Worth","No",17,"9346 Lyons Point","2077","NSW","Australia",10
"Lezlie Clemits","F",50,2,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",15,"0504 Nevada Drive","2155","NSW","Australia",10
"Kathe Oller","F",64,47,"General Manager","Manufacturing","Mass Customer","Yes",5,"817 Loftsgordon Road","3029","VIC","Australia",4
"Dulce Bradwell","F",66,61,"Research Associate","Manufacturing","Mass Customer","No",20,"30 Lukken Point","4159","QLD","Australia",9
"Felice Dechelette","M",25,75,"Librarian","Entertainment","High Net Worth","No",3,"4 Kingsford Trail","4051","QLD","Australia",4
"Diane Furman","F",30,67,"Chemical Engineer","Manufacturing","Affluent Customer","Yes",13,"6660 Riverside Circle","3013","VIC","Australia",9
"Ogdan Blenkinship","M",72,65,"Occupational Therapist","Health","Mass Customer","Yes",21,"21712 Texas Court","3429","VIC","Australia",5
"Kizzee Agget","F",47,98,"Statistician II","Manufacturing","Affluent Customer","No",8,"122 Marcy Park","2213","NSW","Australia",10
"Stephi Highton","F",36,30,"Software Engineer I","Telecommunications","Mass Customer","Yes",12,"293 Mendota Park","2154","NSW","Australia",10
"Morgen Newport","F",63,5,"Project Manager","Manufacturing","Mass Customer","No",6,"9 Washington Center","3340","VIC","Australia",4
"Eugenie Brinson","F",60,79,"Assistant Media Planner","Entertainment","Mass Customer","Yes",17,"7109 Grayhawk Avenue","3073","VIC","Australia",6
"Reinold Natt","M",59,16,"Help Desk Technician","Financial Services","High Net Worth","Yes",8,"70 Evergreen Hill","3207","VIC","Australia",8
"Jo Roberts","F",78,41,"Paralegal","Financial Services","High Net Worth","Yes",11,"20139 Lakewood Plaza","2440","NSW","Australia",3
"Jacklin Duchant","F",83,77,"Legal Assistant","Argiculture","Mass Customer","No",17,"9 Memorial Road","4132","QLD","Australia",4
"Colas Gabbitas","M",77,98,"Staff Scientist","Retail","High Net Worth","No",20,"3094 Elka Place","2166","NSW","Australia",9
"Angele Cadore","F",69,5,"Chief Design Engineer","Financial Services","Mass Customer","Yes",7,"85894 Amoth Court","4125","QLD","Australia",7
"Cicily Hast","F",52,63,"Food Chemist","Health","Affluent Customer","Yes",8,"955 Burning Wood Way","2478","NSW","Australia",3
"Sim Constantinou","M",31,91,"Analog Circuit Design manager","Property","Mass Customer","No",5,"41002 Loomis Park","2010","NSW","Australia",9
"Shanon Rolfe","F",82,63,"Sales Representative","Retail","High Net Worth","No",8,"10 Cottonwood Point","2530","NSW","Australia",7
"Chryste Oddboy","F",35,44,"Software Engineer III","Manufacturing","High Net Worth","Yes",4,"2115 Maryland Alley","2320","NSW","Australia",9
"Edin Patinkin","F",31,35,"Account Executive","Health","Mass Customer","No",17,"6 Milwaukee Hill","3015","VIC","Australia",4
"Nolly Ivanchikov","M",29,13,"Help Desk Operator","Manufacturing","High Net Worth","Yes",11,"6792 Kropf Hill","2049","NSW","Australia",11
"Michele Pammenter","M",40,23,"Teacher","Health","High Net Worth","No",2,"37 Mesta Road","3198","VIC","Australia",8
"Liane Abelevitz","F",47,26,"Operator","Property","Mass Customer","No",3,"85340 Hovde Way","3153","VIC","Australia",7
"Philbert Bangs","M",57,67,"Environmental Specialist","IT","Mass Customer","Yes",6,"02643 Moose Court","4500","QLD","Australia",7
"Candy","F",46,23,"Statistician I","Financial Services","Mass Customer","No",6,"59252 Maryland Drive","3500","VIC","Australia",3
"Noami Cokly","F",61,74,"Engineer I","Manufacturing","Mass Customer","Yes",15,"2886 Buena Vista Terrace","2038","NSW","Australia",11
"Lyndell Jereatt","F",29,14,"Payment Adjustment Coordinator","Telecommunications","High Net Worth","No",13,"58770 Monterey Plaza","2122","NSW","Australia",12
"Maximilien Bourget","M",54,12,"Geologist I","Financial Services","Mass Customer","Yes",6,"2941 Loftsgordon Hill","3337","VIC","Australia",7
"Benedikta Naptin","F",28,59,"Operator","Retail","Mass Customer","Yes",15,"345 Fieldstone Park","2121","NSW","Australia",11
"Rhodie Gaskall","F",59,83,"VP Quality Control","Manufacturing","Mass Customer","Yes",9,"251 Pierstorff Alley","4170","QLD","Australia",9
"Afton Andrassy","F",25,78,"Web Designer II","Retail","Mass Customer","No",7,"220 Cody Alley","3075","VIC","Australia",8
"Blondell Dibdall","F",56,62,"Programmer III","Health","Mass Customer","No",4,"34 Bunting Pass","3048","VIC","Australia",4
"Sonia Dunstall","F",48,0,"Accountant III","Financial Services","Mass Customer","No",10,"99 Park Meadow Hill","2570","NSW","Australia",9
"Benedikt Adamou","M",36,15,"Recruiting Manager","Health","Mass Customer","No",11,"4 Bluestem Pass","3564","VIC","Australia",3
"Don Spratling","M",54,82,"Associate Professor","Property","Affluent Customer","Yes",7,"078 Erie Point","2760","NSW","Australia",10
"Moll Ogilby","F",43,25,"Research Assistant III","Manufacturing","Mass Customer","Yes",13,"6 Hansons Crossing","4123","QLD","Australia",6
"Jammie Seldner","F",48,42,"Human Resources Manager","Health","Mass Customer","Yes",15,"8 Saint Paul Junction","2066","NSW","Australia",10
"Inglis Pickaver","M",29,33,"Product Engineer","Telecommunications","Affluent Customer","No",1,"14067 Armistice Plaza","2770","NSW","Australia",8
"Clarabelle Broschek","F",60,6,"Geological Engineer","Manufacturing","Mass Customer","No",18,"8491 Pennsylvania Crossing","4035","QLD","Australia",6
"Tillie Bisseker","F",63,74,"Civil Engineer","Manufacturing","High Net Worth","No",14,"59208 Barnett Avenue","2104","NSW","Australia",12
"Irving Babcock","M",37,60,"Dental Hygienist","Health","High Net Worth","Yes",15,"36 Killdeer Crossing","2705","NSW","Australia",1
"Evered Gludor","M",72,3,"Electrical Engineer","Manufacturing","High Net Worth","Yes",15,"305 Sloan Junction","2168","NSW","Australia",8
"Mavra Finan","F",56,30,"Nurse","Property","Affluent Customer","Yes",4,"88 Shopko Way","2034","NSW","Australia",9
"Frieda Tavinor","F",24,43,"Account Representative IV","IT","Affluent Customer","No",10,"7 Mallory Lane","3064","VIC","Australia",6
"Ellwood Budden","M",25,82,"Health Coach III","Health","Mass Customer","Yes",11,"79907 Randy Center","2192","NSW","Australia",10
"Alex Patshull","F",57,37,"Senior Quality Engineer","Retail","Mass Customer","Yes",13,"446 High Crossing Way","4165","QLD","Australia",5
"Aundrea Outridge","F",22,77,"Structural Engineer","Financial Services","Affluent Customer","Yes",10,"1530 Columbus Lane","3186","VIC","Australia",12
"Amby Bodega","M",55,63,"Recruiter","Financial Services","Affluent Customer","Yes",17,"669 Declaration Street","3810","VIC","Australia",6
"Esme Pilipets","M",56,15,"Environmental Tech","Health","Mass Customer","Yes",5,"9 Ruskin Way","3228","VIC","Australia",9
"Beverly Domnick","F",85,56,"Structural Analysis Engineer","IT","Mass Customer","No",9,"8 Burning Wood Junction","2232","NSW","Australia",10
"Artemis Swanson","M",46,77,"Web Designer II","Argiculture","Mass Customer","Yes",13,"5 Melvin Park","3810","VIC","Australia",5
"Daryle Marginson","M",37,93,"Environmental Tech","Argiculture","Mass Customer","Yes",9,"21316 Ohio Place","2121","NSW","Australia",12
"Tyne Anshell","F",31,71,"Mechanical Systems Engineer","Retail","Mass Customer","Yes",3,"93 Sutherland Terrace","2560","NSW","Australia",8
"Leona Shorrock","F",72,83,"Senior Quality Engineer","Financial Services","Affluent Customer","Yes",22,"1560 Grim Avenue","4720","QLD","Australia",1
"Bertrando Carass","M",67,45,"Sales Associate","Property","Mass Customer","No",8,"1 Quincy Road","2565","NSW","Australia",5
"Augusta Munns","F",72,5,"Quality Control Specialist","IT","Mass Customer","No",21,"607 Memorial Avenue","2074","NSW","Australia",11
"Lauralee Fudge","F",36,83,"Research Nurse","Health","Mass Customer","No",15,"9460 Monument Park","3277","VIC","Australia",4
"Consalve Ballay","M",64,41,"Web Developer I","IT","Mass Customer","Yes",7,"72 Village Terrace","2250","NSW","Australia",8
"Lolly Prewer","F",26,44,"Geologist I","Health","Mass Customer","No",15,"694 Coolidge Center","2620","NSW","Australia",7
"Vyky Pegg","F",80,64,"Quality Control Specialist","Manufacturing","Mass Customer","Yes",11,"31854 Anniversary Terrace","2322","NSW","Australia",7
"Kellen Pawelski","F",78,83,"Software Engineer III","Manufacturing","High Net Worth","Yes",11,"125 Manufacturers Parkway","2193","NSW","Australia",8
"Jermaine Bagshawe","F",69,60,"Help Desk Operator","Property","Mass Customer","Yes",9,"260 Briar Crest Drive","4209","QLD","Australia",6
"Bryan Jachtym","M",49,59,"Automation Specialist I","Manufacturing","Mass Customer","Yes",15,"56 Moland Crossing","3356","VIC","Australia",3
"Renie Laundon","F",50,32,"Assistant Media Planner","Entertainment","Mass Customer","Yes",8,"1 Shelley Pass","4118","QLD","Australia",3
"Weidar Etheridge","M",64,38,"Compensation Analyst","Financial Services","Mass Customer","Yes",6,"0535 Jay Point","2422","NSW","Australia",4
"Datha Fishburn","F",33,15,"Office Assistant IV","Retail","Mass Customer","No",3,"6 Caliangt Way","3079","VIC","Australia",12
"Ferdinand Romanetti","M",64,60,"Paralegal","Financial Services","Affluent Customer","No",9,"2 Sloan Way","2200","NSW","Australia",7
"Burk Wortley","M",22,22,"Senior Sales Associate","Health","Mass Customer","No",6,"04 Union Crossing","2196","NSW","Australia",10
"Melloney Temby","F",69,17,"Budget/Accounting Analyst IV","Financial Services","Affluent Customer","Yes",15,"33475 Fair Oaks Junction","4702","QLD","Australia",2
"Dickie Cubbini","M",71,30,"Financial Advisor","Financial Services","Mass Customer","Yes",19,"57666 Victoria Way","4215","QLD","Australia",2
"Sylas Duffill","M",68,56,"Staff Accountant IV","Property","Mass Customer","Yes",14,"21875 Grover Drive","2010","NSW","Australia",9
"Ardelis Forrester","F",49,10,"Senior Cost Accountant","Financial Services","Affluent Customer","No",10,"5 Colorado Crossing","3505","VIC","Australia",5
"Winnifred Beswetherick","F",47,83,"Actuary","Financial Services","Mass Customer","No",14,"61 4th Street","3040","VIC","Australia",10
"Tabbatha Averill","F",46,5,"Quality Control Specialist","Manufacturing","Affluent Customer","Yes",13,"663 8th Parkway","2257","NSW","Australia",8
"Maisie Maddox","F",46,27,"Assistant Manager","Financial Services","Affluent Customer","No",20,"8 Dennis Point","3226","VIC","Australia",9
"Heinrick Shilstone","M",45,60,"Mechanical Systems Engineer","Manufacturing","Affluent Customer","No",10,"998 Gale Park","3174","VIC","Australia",8
"Gardie Crellim","M",48,58,"Biostatistician IV","Manufacturing","High Net Worth","No",8,"564 Forest Dale Avenue","3161","VIC","Australia",12
"Patricia Everix","F",45,34,"Director of Sales","Health","Mass Customer","No",19,"91164 Washington Terrace","2263","NSW","Australia",7
"Nobe McAughtry","M",45,25,"Librarian","Entertainment","Mass Customer","No",12,"1 Orin Hill","4510","QLD","Australia",5
"Dolley Starmont","F",46,53,"Geologist IV","Manufacturing","Affluent Customer","No",18,"4252 Dovetail Pass","4129","QLD","Australia",6
"Tessa Friese","F",47,89,"Health Coach II","Financial Services","Mass Customer","No",21,"98158 Alpine Point","4212","QLD","Australia",9
"Brigitte Whellams","F",50,67,"Payment Adjustment Coordinator","Financial Services","Mass Customer","Yes",17,"77785 Veith Lane","2766","NSW","Australia",8
"Kort Disley","M",44,66,"Technical Writer","Health","Mass Customer","Yes",7,"76 Donald Trail","2160","NSW","Australia",9
"Wallace Newart","M",46,91,"Account Representative III","IT","Mass Customer","No",17,"29007 Dapin Street","4650","QLD","Australia",1
"Egon Ortells","M",47,35,"Structural Engineer","Manufacturing","Affluent Customer","No",13,"3 Sundown Hill","2168","NSW","Australia",9
"Raye Roo","F",47,64,"Database Administrator I","Financial Services","Mass Customer","Yes",16,"1199 Express Plaza","3046","VIC","Australia",9
"Sherrie Godleman","F",45,37,"Associate Professor","Manufacturing","Mass Customer","No",19,"67 Shelley Crossing","3350","VIC","Australia",2
"Paxon Roomes","M",47,78,"Information Systems Manager","Manufacturing","High Net Worth","Yes",7,"3 Express Lane","3021","VIC","Australia",7
"Zechariah McReidy","M",45,32,"Technical Writer","Manufacturing","High Net Worth","No",21,"797 Westend Street","4207","QLD","Australia",6
"Giulia Hazart","F",45,57,"Help Desk Technician","Financial Services","Mass Customer","No",11,"81 Donald Parkway","4218","QLD","Australia",11
"Link Gorini","M",49,60,"Software Consultant","IT","High Net Worth","No",10,"9495 Jenna Way","4600","QLD","Australia",2
"Carolann Raatz","F",44,25,"Chief Design Engineer","Manufacturing","High Net Worth","No",21,"817 Bunker Hill Place","3977","VIC","Australia",6
"Dwayne Doel","M",45,80,"Cost Accountant","Financial Services","Affluent Customer","Yes",17,"5642 Debs Terrace","2223","NSW","Australia",11
"Opal Cleare","F",46,6,"Database Administrator II","Property","Affluent Customer","Yes",20,"247 Blue Bill Park Parkway","2066","NSW","Australia",9
"Skipp Swales","M",50,15,"Community Outreach Specialist","Entertainment","High Net Worth","Yes",22,"76 Green Ridge Drive","3029","VIC","Australia",7
"Cariotta","F",49,10,"Assistant Media Planner","Entertainment","Affluent Customer","Yes",17,"2336 Continental Point","2527","NSW","Australia",7
"Kissiah Foat","F",48,30,"Graphic Designer","Health","Mass Customer","Yes",19,"1690 Forster Place","2281","NSW","Australia",9
"Fredia Favelle","F",49,94,"Teacher","Manufacturing","Mass Customer","Yes",19,"4 Arapahoe Terrace","4014","QLD","Australia",8
"Katleen Arnoult","F",47,6,"VP Product Management","Manufacturing","Mass Customer","Yes",13,"540 Farragut Avenue","2066","NSW","Australia",9
"Adriane Richardson","F",47,81,"Data Coordiator","Manufacturing","High Net Worth","No",9,"4 Randy Street","3070","VIC","Australia",8
"Ivy Farr","F",50,56,"Office Assistant IV","IT","High Net Worth","No",19,"08470 Kingsford Lane","2120","NSW","Australia",11
"Jethro Mertel","M",45,16,"Software Consultant","Argiculture","Mass Customer","Yes",15,"3460 Dapin Street","2262","NSW","Australia",6
"Elvira Darthe","F",48,10,"Accounting Assistant I","Financial Services","Affluent Customer","No",16,"89 Green Ridge Point","2168","NSW","Australia",9
"Cami Eitter","F",44,34,"Professor","Manufacturing","High Net Worth","Yes",11,"1408 Hovde Circle","3081","VIC","Australia",9
"Marinna Kauschke","F",50,21,"Sales Associate","Financial Services","Affluent Customer","Yes",8,"9 Forster Circle","3174","VIC","Australia",3
"Lanie Cobbold","M",45,57,"Senior Sales Associate","Property","Mass Customer","Yes",9,"936 Porter Lane","2323","NSW","Australia",5
"Nicol Swinford","M",47,65,"VP Marketing","Property","High Net Worth","No",16,"976 Roxbury Alley","4157","QLD","Australia",7
"Beverlee Ungerechts","F",50,49,"Civil Engineer","Manufacturing","Mass Customer","No",8,"602 Toban Center","4020","QLD","Australia",7
"Madella Marquiss","F",47,51,"VP Marketing","Entertainment","Affluent Customer","No",18,"0 Larry Park","3175","VIC","Australia",8
"Nicol Bertot","F",46,25,"Financial Advisor","Financial Services","Affluent Customer","Yes",18,"7 Elgar Hill","3060","VIC","Australia",5
"Lillis Eshmade","F",49,50,"Structural Analysis Engineer","Financial Services","Mass Customer","Yes",22,"46057 Harbort Hill","4304","QLD","Australia",2
"Arman Yakubov","M",46,68,"VP Quality Control","Property","High Net Worth","Yes",17,"11121 Jackson Crossing","2323","NSW","Australia",4
"Mandie MacAdie","F",49,39,"Chief Design Engineer","Telecommunications","High Net Worth","No",13,"1009 Roxbury Point","2110","NSW","Australia",11
"Morganica Bentke","F",46,40,"Marketing Assistant","IT","Affluent Customer","Yes",21,"19453 Ramsey Point","3067","VIC","Australia",11
"Mikol Eck","M",48,99,"VP Marketing","Financial Services","Mass Customer","Yes",21,"15621 Twin Pines Crossing","4130","QLD","Australia",9
"Leighton Firbanks","M",50,51,"Teacher","Retail","Affluent Customer","No",21,"7234 Sycamore Pass","4178","QLD","Australia",3
"Andy Deeming","M",44,79,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","Yes",7,"63386 Talisman Hill","4556","QLD","Australia",8
"Darwin Bumpas","M",45,24,"Junior Executive","Health","Affluent Customer","Yes",18,"6812 Gina Point","3082","VIC","Australia",7
"Babara Sissel","F",49,50,"Programmer II","IT","Mass Customer","Yes",21,"5 Ohio Road","3169","VIC","Australia",10
"Rodolphe Glenton","M",49,88,"Programmer Analyst II","Financial Services","Affluent Customer","No",11,"4787 Golf Terrace","3163","VIC","Australia",7
"Olia O' Mullan","F",50,77,"Account Executive","Health","Mass Customer","No",8,"6315 Mendota Parkway","2263","NSW","Australia",7
"Joane Caldes","F",45,84,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",13,"42 3rd Plaza","2250","NSW","Australia",7
"Martino Scoles","M",48,18,"Senior Financial Analyst","Financial Services","Mass Customer","No",14,"47 Scofield Junction","3620","VIC","Australia",4
"Claudetta Ricciardiello","F",49,61,"Internal Auditor","Financial Services","Mass Customer","Yes",21,"31 Schurz Parkway","3181","VIC","Australia",8
"Harland Messenger","M",49,90,"Software Test Engineer I","Retail","Mass Customer","No",8,"27 Crownhardt Center","3934","VIC","Australia",10
"Normy Goodinge","F",84,5,"Associate Professor","IT","Mass Customer","No",4,"7232 Fulton Parkway","3810","VIC","Australia",5
"Hatti Carletti","F",82,35,"Legal Assistant","IT","Affluent Customer","Yes",11,"6 Iowa Center","2519","NSW","Australia",9
"Rozamond Turtle","M",29,69,"Legal Assistant","IT","Mass Customer","Yes",3,"57025 New Castle Street","3850","VIC","Australia",3
"Tamas Swatman","M",30,65,"Assistant Media Planner","Entertainment","Affluent Customer","No",5,"78 Clarendon Drive","4551","QLD","Australia",8
"Tracy Andrejevic","F",40,71,"Programmer II","IT","Mass Customer","Yes",11,"5675 Burning Wood Trail","3030","VIC","Australia",7
"Agneta McAmish","F",42,66,"Structural Analysis Engineer","IT","Mass Customer","No",15,"5773 Acker Way","4207","QLD","Australia",6
"Gregg Aimeric","M",59,52,"Internal Auditor","IT","Mass Customer","No",7,"72423 Surrey Street","3753","VIC","Australia",5
"Johna Bunker","F",35,93,"Tax Accountant","IT","Mass Customer","Yes",14,"3686 Waubesa Way","3065","VIC","Australia",6
"Harlene Nono","F",66,69,"Human Resources Manager","IT","Mass Customer","No",12,"0307 Namekagon Crossing","2170","NSW","Australia",7
"Gerianne Kaysor","F",50,15,"Project Manager","IT","Affluent Customer","No",5,"882 Toban Lane","2121","NSW","Australia",11
"Chicky Sinclar","F",46,43,"Operator","IT","High Net Worth","Yes",0,"5 Red Cloud Place","3222","VIC","Australia",4
"Adriana Saundercock","F",59,20,"Nurse","IT","High Net Worth","Yes",14,"82 Gina Junction","3806","VIC","Australia",7
"Dmitri Viant","M",73,62,"Paralegal","Financial Services","Affluent Customer","No",5,"95960 Warner Parkway","3842","VIC","Australia",1
"Porty Hansed","M",33,88,"General Manager","IT","Mass Customer","No",13,"768 Southridge Drive","2112","NSW","Australia",11
"Shara Bramhill","F",41,24,"Project Manager","IT","Affluent Customer","No",2,"01 Bunker Hill Drive","2230","NSW","Australia",10
"Roth Crum","M",56,0,"Legal Assistant","IT","Mass Customer","No",2,"276 Anthes Court","2450","NSW","Australia",6
"Pauline Dallosso","F",29,82,"Desktop Support Technician","IT","Affluent Customer","Yes",0,"9594 Badeau Street","2050","NSW","Australia",10
