"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Adrianne Lowerson","F",26,"2386",93,1997-07-06,"Compensation Analyst","Financial Services","Mass Customer","No",2
"Larina Gheeorghie","F",26,"3556",38,1997-07-05,"Senior Developer","Manufacturing","High Net Worth","No",3
"Deloria","F",26,"2835",30,1997-07-01,"Environmental Specialist","Manufacturing","Affluent Customer","No",2
"Dory Barnsdall","F",26,"416",14,1997-06-23,"Software Consultant",NA,"Mass Customer","Yes",1
"Sigismond Stockow","M",26,"2594",90,1997-06-23,"Internal Auditor","Manufacturing","Mass Customer","No",2
"Kendricks Plastow","M",26,"1408",14,1997-06-22,"Dental Hygienist","Health","High Net Worth","No",4
"Rica Corrado","F",26,"3868",60,1997-06-19,"Social Worker","Health","Affluent Customer","Yes",4
"Meggie Whitchurch","F",26,"965",86,1997-06-18,"Structural Engineer","Retail","High Net Worth","Yes",5
"Roslyn Rawdall","F",26,"2074",90,1997-06-11,NA,"Financial Services","Mass Customer","No",4
"Quincy Weben","M",26,"2388",84,1997-05-28,"Cost Accountant","Financial Services","Mass Customer","No",1
"Ira Lamlin","F",26,"796",8,1997-05-27,"Financial Analyst","Financial Services","Mass Customer","No",2
"Amalee Choak","F",26,"253",82,1997-05-11,"Food Chemist","Health","Mass Customer","Yes",1
"Rora Warre","F",26,"3186",22,1997-05-09,NA,NA,"Mass Customer","Yes",2
"Curran Gush","M",26,"1349",83,1997-05-07,"Electrical Engineer","Manufacturing","Affluent Customer","No",1
"Ethyl Runham","F",26,"103",49,1997-04-21,"Product Engineer","Financial Services","Affluent Customer","Yes",4
"Chan Kirckman","M",26,"665",82,1997-04-19,"Human Resources Assistant I",NA,"Mass Customer","No",5
"Emanuel Baukham","M",26,"1535",80,1997-04-08,"Cost Accountant","Financial Services","Affluent Customer","Yes",3
"Emlyn Maile","M",26,"3082",68,1997-03-28,NA,"Manufacturing","Mass Customer","Yes",2
"Etta Leele","F",26,"3811",60,1997-03-19,NA,"Financial Services","High Net Worth","No",4
"Maxwell Blabber","M",26,"3111",42,1997-03-11,"Associate Professor","Financial Services","Mass Customer","Yes",4
"Dita Darlison","F",26,"2777",0,1997-02-26,"Safety Technician III","Health","Mass Customer","Yes",1
"Forbes Londors","M",26,"1029",71,1997-02-15,"VP Sales",NA,"Mass Customer","No",4
"Aldous Cubin","M",26,"320",19,1997-02-09,"Registered Nurse","Health","Mass Customer","No",4
"Irving Murton","M",26,"1295",66,1997-01-25,"Nurse","Argiculture","Mass Customer","Yes",5
"Althea Macvey","F",26,"1410",10,1997-01-22,"Marketing Manager","Retail","High Net Worth","Yes",6
"Yank Scarlett","M",26,"2948",23,1997-01-17,"Internal Auditor","Manufacturing","Mass Customer","Yes",2
"Sholom Pavlasek","M",26,"3537",1,1997-01-15,"Graphic Designer","Financial Services","Mass Customer","No",4
"Garvin Cunradi","M",26,"2995",60,1997-01-14,NA,"Health","Mass Customer","Yes",2
"Richard Poor","M",26,"2447",55,1997-01-06,"Tax Accountant",NA,"Affluent Customer","Yes",2
"Lurleen Shoebridge","F",26,"2738",77,1997-01-06,"Research Nurse","Health","Mass Customer","No",5
"Gayle Cockerell","M",26,"2086",68,1997-01-03,"Senior Cost Accountant","Financial Services","High Net Worth","No",1
"Clare Attoe","M",26,"2120",80,1997-01-03,"Web Designer III","Manufacturing","Mass Customer","No",1
"Ebba Hanselmann","F",26,"173",99,1997-01-02,"General Manager","Health","Affluent Customer","No",1
"Tim Guilliatt","M",27,"2163",41,1996-12-25,"VP Product Management",NA,"Mass Customer","Yes",6
"Giusto Torbett","M",27,"427",77,1996-12-19,"Assistant Media Planner","Entertainment","Mass Customer","Yes",2
"Norma Batrim","F",27,"787",29,1996-12-15,NA,"Retail","Affluent Customer","Yes",2
"Damon Phelip","M",27,"1144",73,1996-12-12,"Environmental Specialist","Health","High Net Worth","Yes",5
"Leesa Castleman","F",27,"381",99,1996-11-30,"Sales Associate",NA,"Affluent Customer","No",1
"Reginald Hanwright","M",27,"1609",64,1996-11-26,"Professor","Property","Mass Customer","Yes",3
"Shelli Benitti","F",27,"3099",73,1996-11-26,NA,"Retail","Mass Customer","Yes",3
"Idalina","F",27,"1651",9,1996-11-25,"Web Designer I","Telecommunications","Mass Customer","Yes",4
"Edee Stoker","F",27,"652",62,1996-11-24,"Staff Scientist","Financial Services","High Net Worth","Yes",1
"Krishnah Firmage","M",27,"1779",55,1996-11-19,"Information Systems Manager","Argiculture","Affluent Customer","No",5
"Hadria Moles","F",27,"3893",7,1996-11-18,NA,NA,"High Net Worth","Yes",4
"Vernor","M",27,"475",0,1996-11-14,"Nuclear Power Engineer","Manufacturing","Affluent Customer","No",1
"Kiele Caghan","F",27,"2249",7,1996-11-11,NA,"Financial Services","Mass Customer","No",5
"Helge Voller","F",27,"2479",81,1996-11-06,"Community Outreach Specialist","Retail","Mass Customer","No",5
"Virgil Borkett","M",27,"2508",98,1996-11-04,"Information Systems Manager",NA,"Mass Customer","No",3
"Nani Brilleman","F",27,"2566",48,1996-10-29,"Accountant II","Entertainment","Affluent Customer","Yes",6
"Averyl Gosz","F",27,"2369",80,1996-10-28,"Financial Analyst","Financial Services","Mass Customer","Yes",1
"Corabelle Streatfeild","F",27,"3143",0,1996-10-24,"Chief Design Engineer","Manufacturing","Mass Customer","No",5
"Madalena MacCaughey","F",27,"2705",11,1996-10-20,"Nuclear Power Engineer","Manufacturing","Mass Customer","No",3
"Mab Dwyer","F",27,"3573",68,1996-10-16,"Accounting Assistant I","Manufacturing","Mass Customer","Yes",3
"Sylas","M",27,"3325",80,1996-10-08,"Database Administrator IV","Manufacturing","High Net Worth","No",1
"Renato Mungham","M",27,"3045",52,1996-10-02,"Cost Accountant","Financial Services","Affluent Customer","Yes",2
"Tedmund Simonsson","M",27,"1997",57,1996-09-27,"Structural Engineer",NA,"Mass Customer","No",5
"Clem Fosdick","F",27,"2802",36,1996-09-22,"Programmer Analyst I","Financial Services","Mass Customer","No",3
"Casey Kett","F",27,"3862",1,1996-09-22,"Structural Engineer","Health","Mass Customer","No",4
"Clarita Penright","F",27,"1093",63,1996-09-13,"Business Systems Development Analyst",NA,"Affluent Customer","No",5
"Towny Beebee","M",27,"1631",11,1996-09-03,"Speech Pathologist","Financial Services","Affluent Customer","No",1
"Mahalia","F",27,"1253",81,1996-08-19,"Research Assistant I","Manufacturing","Mass Customer","No",5
"Gavra Robez","F",27,"3405",89,1996-08-18,"Project Manager","Financial Services","Mass Customer","Yes",3
"Town Yitzhakov","M",27,"3525",55,1996-08-16,"Editor",NA,"Mass Customer","No",2
"York Calbreath","M",27,"3431",97,1996-08-10,"Community Outreach Specialist","Property","Affluent Customer","No",5
"Chadd Fowlds","M",27,"1083",46,1996-08-07,"VP Product Management",NA,"Affluent Customer","No",1
"Ellette Fahy","F",27,"698",90,1996-07-20,"Human Resources Manager","Manufacturing","High Net Worth","Yes",1
"Reese Ensor","M",27,"56",44,1996-07-04,"VP Sales","Property","Mass Customer","Yes",4
"Trent","M",27,"514",9,1996-06-20,"Associate Professor","Financial Services","Mass Customer","Yes",4
"Renaldo Maudsley","M",27,"1447",29,1996-06-16,"Civil Engineer","Manufacturing","Mass Customer","No",4
"Ambrose Bleasby","M",27,"1930",27,1996-06-14,"Speech Pathologist","Manufacturing","High Net Worth","No",3
"Cord Warriner","M",27,"1007",58,1996-06-08,NA,"Retail","Mass Customer","No",5
"Elberta Crickett","F",27,"1167",20,1996-06-03,"Software Test Engineer III","Health","Mass Customer","No",4
"Helsa Grandisson","F",27,"2248",33,1996-05-23,"Software Engineer I","Manufacturing","Mass Customer","No",1
"Merrielle Vegas","F",27,"1191",20,1996-05-22,"Director of Sales",NA,"Mass Customer","Yes",1
"Cully Takos","M",27,"2686",63,1996-05-21,"Automation Specialist II","Financial Services","Affluent Customer","No",4
"Melany L'oiseau","F",27,"933",75,1996-05-19,"Help Desk Operator","Retail","Mass Customer","Yes",5
"Lockwood Exroll","M",27,"213",13,1996-05-14,"Actuary","Financial Services","High Net Worth","Yes",6
"Andee Robjant","F",27,"547",22,1996-05-14,"Sales Associate","Health","Mass Customer","No",5
"Hillyer Biddulph","M",27,"3399",95,1996-05-10,"VP Accounting","Financial Services","Mass Customer","No",2
"Phillis Rudwell","F",27,"827",90,1996-05-07,NA,"Health","Affluent Customer","No",5
"Tiffi Hartless","F",27,"1409",69,1996-05-07,"Help Desk Technician",NA,"Mass Customer","No",4
"Jesse Leyshon","F",27,"2213",70,1996-05-07,"Legal Assistant",NA,"Affluent Customer","Yes",6
"Fifi Dorrins","F",27,"3638",73,1996-05-04,"Associate Professor","Manufacturing","Mass Customer","No",6
"Levi Cartmell","M",27,"469",91,1996-05-03,"Actuary","Financial Services","High Net Worth","Yes",3
"Carry Abercromby","F",27,"3593",71,1996-04-10,"Legal Assistant","Retail","Mass Customer","No",5
"Corabelle","F",27,"938",18,1996-04-06,"Technical Writer","Retail","Mass Customer","No",7
"Yard Teeney","M",27,"1820",12,1996-04-02,"Software Engineer II","IT","Affluent Customer","No",5
"Fidela Haresign","F",27,"3886",74,1996-03-26,"Recruiting Manager","Manufacturing","Affluent Customer","No",5
"Juliane Calltone","F",27,"2370",35,1996-03-19,"Analyst Programmer","Property","High Net Worth","No",7
"Zebulen Hefford","M",27,"2334",30,1996-03-16,"Food Chemist","Health","Affluent Customer","No",5
"Darell Mulqueeny","F",27,"3224",67,1996-03-12,"Automation Specialist III","Manufacturing","Affluent Customer","No",3
"Wesley Nichols","M",27,"3384",11,1996-03-05,NA,NA,"Mass Customer","No",6
"Fraser Gaenor","M",27,"1049",35,1996-03-02,"Software Consultant","Property","Mass Customer","No",2
"Myranda Cridland","F",27,"3619",18,1996-02-17,"Administrative Assistant IV",NA,"Mass Customer","Yes",1
"Gaylor Carbry","M",27,"3438",11,1996-02-16,"Project Manager","Manufacturing","Mass Customer","No",2
"Diego Bertelmot","M",27,"3031",95,1996-02-02,"Staff Scientist","Health","Mass Customer","Yes",5
"Jaquelin Leek","F",27,"3477",90,1996-01-24,"Senior Developer","Financial Services","Affluent Customer","Yes",7
"Marcellus Louisot","M",27,"934",76,1996-01-22,"Human Resources Manager","Manufacturing","Mass Customer","No",6
"Melody Ivanilov","F",27,"3854",47,1996-01-16,"VP Quality Control","Property","High Net Worth","Yes",2
"Adriana Heam","F",27,"3907",8,1996-01-11,"Technical Writer",NA,"High Net Worth","Yes",5
"Sinclair Sustins","M",28,"404",92,1995-12-17,"Geologist I","Financial Services","Affluent Customer","Yes",4
"Parker Barenskie","M",28,"2468",51,1995-12-12,"Marketing Assistant","Retail","High Net Worth","No",1
"Duff Anan","M",28,"589",76,1995-12-07,"Compensation Analyst","Financial Services","Mass Customer","Yes",1
"Costa Sharpin","M",28,"3227",37,1995-12-06,NA,"Manufacturing","Affluent Customer","No",2
"Albie Pach","M",28,"1470",62,1995-12-04,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",8
"Raff Waadenburg","M",28,"434",93,1995-12-01,NA,"Financial Services","Mass Customer","Yes",19
"Sarita Khosa","F",28,"1327",57,1995-11-25,"Director of Sales","Property","Affluent Customer","No",6
"Phil Dodle","F",28,"1570",70,1995-11-20,"Staff Accountant III","Entertainment","Mass Customer","No",17
"Werner Wall","M",28,"1574",16,1995-11-15,"Database Administrator I",NA,"Affluent Customer","Yes",2
"Pernell Duffett","M",28,"1521",49,1995-11-13,"Business Systems Development Analyst","Financial Services","Affluent Customer","Yes",22
"Ferne Reese","F",28,"2394",31,1995-11-12,"GIS Technical Architect",NA,"Mass Customer","Yes",7
"Omero Hauxley","M",28,"1462",16,1995-11-07,"VP Accounting","Financial Services","Mass Customer","Yes",1
"Tye Scottini","M",28,"2221",80,1995-11-07,"General Manager","Argiculture","Affluent Customer","No",7
"Esmaria Kiernan","F",28,"3141",92,1995-11-04,"Associate Professor","Retail","Mass Customer","Yes",3
"Marna","F",28,"3200",51,1995-11-03,"Environmental Tech","Manufacturing","Mass Customer","No",1
"Renelle Tutin","F",28,"1344",20,1995-11-02,"Tax Accountant","Manufacturing","Mass Customer","No",4
"Lois Abrahim","F",28,"3498",28,1995-11-02,NA,"Manufacturing","Mass Customer","No",5
"Nathanial D'Ambrogi","M",28,"1841",63,1995-10-22,"Administrative Assistant III","Argiculture","Affluent Customer","No",2
"Shanta Attrill","F",28,"1992",28,1995-10-21,"Web Developer I","Manufacturing","Mass Customer","Yes",3
"Hailey Ricciardi","M",28,"1066",45,1995-10-06,"Recruiter","Telecommunications","High Net Worth","No",12
"Wadsworth Hubane","M",28,"833",9,1995-10-03,"Safety Technician II",NA,"High Net Worth","Yes",4
"Devon Baudic","F",28,"3698",49,1995-10-03,"Geological Engineer","Manufacturing","Mass Customer","No",4
"Charity Robken","F",28,"2860",13,1995-10-02,"Physical Therapy Assistant",NA,"Mass Customer","No",1
"Kimberly Dishmon","F",28,"1775",73,1995-10-01,"Actuary","Financial Services","Affluent Customer","No",3
"Forest Knowling","M",28,"2768",86,1995-09-26,"Executive Secretary","Manufacturing","Mass Customer","No",3
"Byrom Draisey","M",28,"1221",75,1995-09-25,"VP Product Management","Health","High Net Worth","Yes",14
"Fielding Linklater","M",28,"2364",19,1995-09-22,"Speech Pathologist",NA,"Mass Customer","Yes",13
"Fiona Clines","F",28,"584",10,1995-09-15,"Tax Accountant","Manufacturing","Affluent Customer","Yes",19
"Nonnah Johns","F",28,"614",45,1995-09-12,NA,"Manufacturing","Mass Customer","Yes",11
"Allyson Pinsent","F",28,"1892",48,1995-09-07,NA,"Retail","High Net Worth","Yes",2
"Ambur Symcoxe","F",28,"678",57,1995-08-31,"Accounting Assistant II","IT","High Net Worth","No",2
"Horace Gilpillan","M",28,"2054",12,1995-08-21,NA,"Manufacturing","Mass Customer","Yes",22
"Candice Patriskson","F",28,"2650",33,1995-08-20,"Business Systems Development Analyst","IT","Affluent Customer","Yes",10
"Guenevere Treffry","F",28,"3091",88,1995-08-13,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","Yes",3
"Marge Girault","F",28,"2013",99,1995-08-10,"Registered Nurse","Health","Affluent Customer","Yes",19
"Basile Winsor","M",28,"231",48,1995-08-05,"Design Engineer","Financial Services","Mass Customer","Yes",3
"Brett McCalister","M",28,"1783",55,1995-07-30,NA,"Retail","Mass Customer","Yes",7
"Stormi","F",28,"660",82,1995-07-29,"Geological Engineer","Manufacturing","High Net Worth","No",6
"Perl Bysaker","F",28,"616",36,1995-07-13,NA,"Health","High Net Worth","No",6
"Ky Stredder","M",28,"2866",10,1995-06-26,NA,"Health","High Net Worth","No",7
"Archibaldo Argrave","M",28,"2592",84,1995-06-19,"Help Desk Operator","Financial Services","Mass Customer","Yes",1
"Teodor Larwell","M",28,"1689",48,1995-06-18,"Quality Control Specialist","Financial Services","Mass Customer","Yes",4
"Llywellyn Christall","M",28,"2117",76,1995-06-14,"Computer Systems Analyst I","Health","Affluent Customer","No",3
"Zach Billison","M",28,"3064",96,1995-06-14,"Product Engineer","Financial Services","Affluent Customer","Yes",4
"Dal Colquhoun","M",28,"1645",34,1995-06-12,"Research Associate",NA,"Affluent Customer","Yes",5
"Lombard Essame","M",28,"2824",41,1995-06-11,"Assistant Media Planner","Entertainment","Affluent Customer","No",7
"Banky Baudichon","M",28,"2901",77,1995-06-11,NA,"Manufacturing","Mass Customer","Yes",6
"Nisse Marriage","F",28,"3117",68,1995-06-11,"Cost Accountant","Financial Services","Affluent Customer","Yes",6
"Albert Gomery","M",28,"1070",5,1995-06-04,"Account Representative IV",NA,"Mass Customer","No",1
"Katuscha Sapsed","F",28,"2286",20,1995-06-02,"Staff Scientist","Manufacturing","High Net Worth","No",5
"Bird Diess","F",28,"1480",83,1995-05-21,"Legal Assistant",NA,"High Net Worth","Yes",5
"Lambert Edser","M",28,"3266",68,1995-05-21,"Account Representative III",NA,"Mass Customer","Yes",5
"Ulick Bruty","M",28,"2883",84,1995-05-19,"Paralegal","Financial Services","Mass Customer","Yes",2
"Antonio Brewis","M",28,"2631",4,1995-05-11,"Software Engineer I","Financial Services","Mass Customer","Yes",2
"Kath Cunney","F",28,"124",27,1995-05-03,"Administrative Assistant II","Health","High Net Worth","Yes",5
"Garald Brasner","M",28,"1896",13,1995-04-30,"Project Manager",NA,"High Net Worth","No",1
"Robin Crack","F",28,"448",34,1995-04-26,"Software Engineer III","IT","High Net Worth","No",3
"Vinny Hegley","M",28,"504",93,1995-04-25,"Environmental Tech","Manufacturing","High Net Worth","Yes",7
"Marion Vanichkin","F",28,"32",17,1995-04-20,"Legal Assistant","Manufacturing","Affluent Customer","No",4
"Fran","M",28,"3443",11,1995-04-12,"Technical Writer",NA,"Mass Customer","Yes",5
"Chrysler Vasile","F",28,"1770",63,1995-04-10,"Junior Executive",NA,"Mass Customer","Yes",7
"Izaak Gisborne","M",28,"750",42,1995-04-08,"Analyst Programmer","Retail","Affluent Customer","Yes",7
"Elbertine Trewin","F",28,"3206",32,1995-03-23,"Financial Advisor","Financial Services","Mass Customer","No",1
"Welch MacAllaster","M",28,"280",15,1995-03-22,"Geologist I",NA,"Affluent Customer","Yes",5
"Frazer Searston","M",28,"1068",5,1995-03-21,NA,"Health","Mass Customer","Yes",3
"Simone Boanas","M",28,"2709",6,1995-03-20,NA,"Financial Services","High Net Worth","No",6
"Kori Antoshin","F",28,"3313",10,1995-03-15,NA,"Property","High Net Worth","Yes",5
"Manya","F",28,"2515",24,1995-03-07,NA,"Retail","Affluent Customer","Yes",3
"Blinnie Hazelden","F",28,"2993",85,1995-03-07,"Graphic Designer","Financial Services","Affluent Customer","No",4
"Redd O'Crowley","M",28,"1916",71,1995-03-05,"Computer Systems Analyst II","Retail","High Net Worth","Yes",7
"Sue Batstone","F",28,"3759",68,1995-03-04,"Programmer IV","Property","Mass Customer","Yes",4
"Alain Immins","M",28,"954",76,1995-02-28,"VP Quality Control","Manufacturing","Mass Customer","Yes",7
"Carrol Jordin","M",28,"2669",95,1995-02-18,"Business Systems Development Analyst","Property","Affluent Customer","No",1
"Erie Worswick","M",28,"1640",37,1995-02-17,"Accountant I",NA,"High Net Worth","Yes",3
"Clerissa Columbell","F",28,"3344",66,1995-02-14,"GIS Technical Architect",NA,"Affluent Customer","Yes",1
"Ezri Sadry","M",28,"2017",67,1995-02-11,"Programmer II","Financial Services","Affluent Customer","Yes",6
"Olav Polak","M",28,"23",43,1995-02-10,NA,NA,"High Net Worth","Yes",1
"Perla Cortnay","F",28,"1548",70,1995-02-03,NA,"Manufacturing","Mass Customer","Yes",2
"Tye Doohan","M",28,"941",13,1995-02-02,"Recruiting Manager","Financial Services","Affluent Customer","Yes",1
"Drucy Kausche","F",28,"149",41,1995-01-31,"Research Nurse","Health","Mass Customer","Yes",1
"Jolee Stearndale","F",28,"3836",16,1995-01-25,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",7
"Charyl Haimes","F",28,"578",72,1995-01-24,"Web Developer I",NA,"High Net Worth","Yes",3
"Gweneth Wilkins","F",28,"2247",17,1995-01-20,"Teacher","Retail","High Net Worth","Yes",1
