"customer_name","gender","age","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure","address","postcode","state","country","property_valuation"
"Maddalena Hencke","F",71,61,1952-12-09,"Help Desk Operator",NA,"High Net Worth","No",22,"64037 Swallow Crossing","4170","QLD","Australia",5
"Rand Winchcum","M",23,34,2000-04-10,"Software Consultant",NA,"Affluent Customer","No",3,"4594 Jackson Hill","2146","NSW","Australia",7
"Rowen Sollas","M",63,38,1960-04-23,"Dental Hygienist","Health","Mass Customer","No",5,"4 Anzinger Street","4556","QLD","Australia",8
"Boothe Hayselden","M",83,42,1940-05-18,"Computer Systems Analyst III","Health","Mass Customer","Yes",17,"33 Pond Point","2291","NSW","Australia",10
"Noak Sleany","M",58,1,1965-05-04,"Budget/Accounting Analyst I","Financial Services","Affluent Customer","No",17,"1 Roth Plaza","3121","VIC","Australia",10
"Callean Wass","M",35,65,1988-12-15,"GIS Technical Architect","Financial Services","Affluent Customer","No",14,"0593 Stoughton Center","3073","VIC","Australia",8
"Keelby Sudlow","M",35,96,1988-09-01,"Marketing Assistant","Manufacturing","High Net Worth","No",12,"8042 Cherokee Court","3163","VIC","Australia",8
"Rodrique Vernon","M",45,70,1978-08-06,"Budget/Accounting Analyst III","Manufacturing","Affluent Customer","No",17,"5864 Mcbride Trail","3174","VIC","Australia",8
"Brod Attrey","M",57,46,1966-11-05,"Budget/Accounting Analyst III",NA,"Mass Customer","Yes",14,"180 Lakewood Park","2194","NSW","Australia",8
"Manny Mandy","M",46,36,1977-01-28,"Account Representative III","Argiculture","Mass Customer","No",16,"6 Union Center","4280","QLD","Australia",7
"Becky Lassen","F",50,11,1973-05-11,"Sales Associate","Financial Services","Mass Customer","Yes",7,"41153 Pond Park","2251","NSW","Australia",8
"Tessa Heakey","F",52,43,1971-05-31,"Senior Financial Analyst","Financial Services","Mass Customer","No",9,"6233 Fulton Point","3337","VIC","Australia",6
"Herbert Henryson","M",28,21,1995-10-10,"Marketing Manager",NA,"Mass Customer","No",4,"05123 Bobwhite Plaza","2528","NSW","Australia",9
"Cristie Bence","F",23,49,2000-04-17,"Automation Specialist II",NA,"High Net Worth","No",9,"3413 Schmedeman Court","4122","QLD","Australia",8
"Renate Whyte","F",60,60,1963-12-08,"Registered Nurse","Health","High Net Worth","Yes",15,"4189 Laurel Center","2620","NSW","Australia",7
"Toma Woolforde","F",31,67,1992-03-09,"Cost Accountant","Financial Services","Mass Customer","Yes",5,"76 Melody Avenue","2092","NSW","Australia",12
"Dorie Dunleavy","F",61,24,1962-05-05,"Registered Nurse","Health","Affluent Customer","No",12,"1 Mcguire Lane","3356","VIC","Australia",4
"Ellie Toope","F",50,29,1973-08-11,"Staff Accountant III","Property","High Net Worth","Yes",4,"8734 Fulton Hill","2156","NSW","Australia",11
"Leonora Swetenham","F",56,66,1967-10-05,NA,"IT","Mass Customer","Yes",10,"660 Hallows Place","2026","NSW","Australia",10
"Teodor Mullinder","M",61,56,1962-08-26,"Nuclear Power Engineer","Manufacturing","High Net Worth","No",11,"43 Pond Junction","3216","VIC","Australia",5
"Jared Fendlow","M",60,79,1963-08-25,"Media Manager II","Financial Services","Mass Customer","No",15,"6195 Bellgrove Lane","4211","QLD","Australia",7
"Monty Thomazin","M",72,7,1951-09-16,"Quality Engineer",NA,"Mass Customer","Yes",13,"30738 Muir Avenue","3105","VIC","Australia",10
"Briano Janowski","M",29,66,1994-07-17,"Analyst Programmer",NA,"Mass Customer","No",7,"3259 Eagan Parkway","2066","NSW","Australia",8
"Ginger","M",84,94,1939-02-19,"Human Resources Manager",NA,"Mass Customer","No",11,"160 Fremont Point","2259","NSW","Australia",8
"Logan Colomb","M",75,74,1948-01-01,"Recruiter",NA,"Mass Customer","Yes",19,"266 Lakewood Terrace","2761","NSW","Australia",8
"Nichols Devinn","M",44,47,1979-09-29,"Recruiter",NA,"Affluent Customer","No",11,"5280 Waxwing Point","2071","NSW","Australia",12
"Catha Davitt","F",65,79,1958-04-16,"Environmental Specialist","Property","High Net Worth","Yes",6,"192 South Junction","2567","NSW","Australia",7
"Melosa McOwan","F",22,25,2001-04-17,"Compensation Analyst","Financial Services","Mass Customer","No",12,"900 Victoria Way","2211","NSW","Australia",9
"Maris Leete","F",50,21,1973-04-14,"Engineer IV","Retail","Mass Customer","No",7,"06 Main Alley","4300","QLD","Australia",4
"Wilburt Padden","M",29,22,1994-09-30,"Engineer I","Manufacturing","Mass Customer","No",3,"22 Muir Avenue","2148","NSW","Australia",5
"Rosabelle Godsmark","F",28,60,1995-10-19,"Executive Secretary",NA,"Mass Customer","Yes",3,"4871 Caliangt Hill","4102","QLD","Australia",8
"Guilbert Bearns","M",41,42,1982-10-29,"Financial Analyst","Financial Services","Mass Customer","Yes",5,"47776 Packers Street","3226","VIC","Australia",8
"Meridith Urwin","F",26,62,1997-03-07,"Registered Nurse","Health","High Net Worth","Yes",10,"535 Graedel Circle","2444","NSW","Australia",7
"Leeland","M",66,66,1957-01-24,"VP Quality Control","Telecommunications","High Net Worth","No",12,"9 Stephen Center","4122","QLD","Australia",4
"Gerta Porrett","F",64,46,1959-11-13,"Registered Nurse","Health","High Net Worth","No",12,"074 Badeau Crossing","3250","VIC","Australia",2
"Karrah Howell","F",67,63,1956-11-07,"Civil Engineer","Manufacturing","Mass Customer","No",17,"4897 Melody Road","2566","NSW","Australia",9
"Alick Baise","M",25,62,1998-08-16,"Pharmacist","Health","Mass Customer","Yes",1,"096 Gateway Road","2747","NSW","Australia",8
"Casandra Betteridge","F",81,29,1942-09-10,"Cost Accountant","Financial Services","Affluent Customer","Yes",9,"68 Bluestem Center","3166","VIC","Australia",10
"Maurine Clee","F",43,45,1980-09-13,"Automation Specialist II","Property","High Net Worth","Yes",5,"6 Maple Plaza","2042","NSW","Australia",10
"Hayes Daveren","M",70,32,1953-03-27,"VP Quality Control","Manufacturing","Affluent Customer","Yes",11,"1 Becker Parkway","4350","QLD","Australia",2
"Piper Issacov","F",84,67,1939-11-08,"Human Resources Assistant III","Health","Affluent Customer","Yes",22,"52201 Tony Avenue","2088","NSW","Australia",9
"Markus Pendrey","M",64,88,1959-08-01,"Clinical Specialist","Health","Affluent Customer","Yes",12,"2382 Anthes Crossing","2153","NSW","Australia",10
"Sile Zappel","F",65,47,1958-03-29,"Business Systems Development Analyst","IT","High Net Worth","No",15,"44350 Buell Alley","4018","QLD","Australia",6
"Craggy Happel","M",44,37,1979-02-10,"Marketing Manager","Manufacturing","High Net Worth","Yes",8,"23 Del Sol Alley","3064","VIC","Australia",6
"Egor Mariette","M",43,42,1980-11-26,"Financial Advisor","Financial Services","Affluent Customer","No",3,"79 Mockingbird Plaza","3163","VIC","Australia",7
"Reinald Bembrigg","M",70,54,1953-08-21,"Senior Financial Analyst","Financial Services","Affluent Customer","No",10,"858 Portage Hill","2770","NSW","Australia",7
"Kissie Line","F",23,2,2000-05-20,"Environmental Tech","Manufacturing","Affluent Customer","Yes",7,"629 Grasskamp Junction","2200","NSW","Australia",9
"Quentin Gerleit","F",33,32,1990-09-15,"Associate Professor","Manufacturing","Mass Customer","No",4,"88 Aberg Circle","3806","VIC","Australia",8
"Karoly Burgoine","M",76,57,1947-04-06,"Account Representative IV","Health","High Net Worth","Yes",21,"18 Morning Circle","3012","VIC","Australia",2
"Clarine Piecha","F",59,99,1964-12-07,"Dental Hygienist","Health","High Net Worth","No",14,"7523 Eggendart Hill","4151","QLD","Australia",10
"Mycah Beaston","M",62,11,1961-07-31,"Environmental Specialist",NA,"High Net Worth","Yes",12,"2 Mandrake Street","2221","NSW","Australia",11
"Clemmie Bartoszewicz","F",65,87,1958-07-28,"Statistician IV","Financial Services","Mass Customer","No",8,"727 Morrow Parkway","3197","VIC","Australia",9
"Randall Mason","M",49,95,1974-07-28,"Product Engineer","Health","Mass Customer","Yes",12,"83497 Memorial Plaza","2570","NSW","Australia",11
"Donica Humby","F",56,47,1967-06-01,"Senior Cost Accountant","Financial Services","Mass Customer","No",4,"488 Briar Crest Court","2101","NSW","Australia",12
"Lotty Loach","F",62,76,1961-08-23,"Nurse","Health","High Net Worth","Yes",7,"78451 South Street","2380","NSW","Australia",3
"Marie-jeanne Breawood","F",70,37,1953-10-12,"Clinical Specialist","Health","High Net Worth","No",8,"6 Prairieview Pass","2770","NSW","Australia",6
"Thorvald Duckerin","M",28,58,1995-10-20,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",1,"4 Pine View Junction","3021","VIC","Australia",8
"Paulina Iannuzzelli","F",67,57,1956-03-08,"Automation Specialist I","Manufacturing","Mass Customer","No",19,"097 Hollow Ridge Alley","2118","NSW","Australia",11
"Ricki Padefield","M",75,43,1948-08-03,"Automation Specialist III","Manufacturing","Affluent Customer","Yes",13,"860 Barby Lane","4275","QLD","Australia",9
"Lizette McKeaveney","F",29,30,1994-04-11,"Assistant Manager","Health","High Net Worth","Yes",13,"6412 Butternut Road","2050","NSW","Australia",10
"Muffin Bhar","M",57,44,1966-04-07,NA,NA,"Affluent Customer","No",19,"15 Weeping Birch Crossing","2448","NSW","Australia",4
"Jeno Strafford","M",82,67,1941-07-21,"Tax Accountant","Financial Services","High Net Worth","No",7,"891 Sachtjen Hill","4170","QLD","Australia",9
"Brigg Himsworth","M",50,63,1973-10-10,NA,"Telecommunications","Mass Customer","Yes",9,"771 Union Crossing","4570","QLD","Australia",6
"Judi Cazereau","F",26,22,1997-03-03,"GIS Technical Architect",NA,"Affluent Customer","Yes",13,"22 Farmco Avenue","3851","VIC","Australia",3
"Raleigh Pont","M",59,48,1964-11-02,"Associate Professor","Entertainment","Mass Customer","No",14,"7650 Gulseth Parkway","3139","VIC","Australia",7
"Zachariah Meininking","M",85,40,1938-06-09,"Cost Accountant","Financial Services","Affluent Customer","Yes",20,"24815 Lindbergh Avenue","2749","NSW","Australia",7
"Lesley Garey","M",29,52,1994-03-29,"Software Consultant","Telecommunications","Mass Customer","No",11,"924 Lindbergh Court","2226","NSW","Australia",9
"Adriena Giffin","F",66,27,1957-03-17,"Analog Circuit Design manager","Argiculture","Affluent Customer","Yes",5,"1 Manitowish Court","2259","NSW","Australia",9
"Antoinette","F",43,72,1980-07-28,"Structural Analysis Engineer","Financial Services","Affluent Customer","No",5,"9 Derek Alley","3058","VIC","Australia",9
"Carr Hopkynson","M",52,64,1971-10-18,NA,"Manufacturing","Affluent Customer","No",16,"5990 Fairfield Pass","2318","NSW","Australia",6
"Shay Briand","M",67,57,1956-10-05,"Project Manager","IT","Mass Customer","Yes",9,"1 Mandrake Way","3844","VIC","Australia",1
"Karney Burstow","M",51,51,1972-07-02,"Design Engineer","Property","Mass Customer","Yes",6,"4011 Prairieview Court","2031","NSW","Australia",12
"Latrena Yetts","F",24,11,1999-06-18,"Civil Engineer","Manufacturing","High Net Worth","Yes",15,"53877 Dakota Crossing","2871","NSW","Australia",3
"Jesse Alflat","M",39,31,1984-09-01,"Executive Secretary",NA,"High Net Worth","No",5,"49 Northfield Drive","2145","NSW","Australia",9
"Kelcie Kingaby","F",23,54,2000-03-24,"Systems Administrator II","IT","Mass Customer","Yes",6,"0 Summit Center","4019","QLD","Australia",4
"Fabio Commuzzo","M",62,5,1961-10-02,"Software Test Engineer II","Manufacturing","Mass Customer","No",18,"66 Shopko Circle","3806","VIC","Australia",8
"Heall Andrioli","M",82,46,1941-06-17,"Environmental Tech","IT","Affluent Customer","Yes",7,"370 Eastwood Road","4133","QLD","Australia",5
"Rickert Brasted","M",64,47,1959-09-18,"Staff Scientist","Health","Mass Customer","No",10,"20 Hoffman Park","2145","NSW","Australia",9
"Hedwig Jayme","F",71,38,1952-08-21,"Accountant IV","Property","Affluent Customer","No",11,"6293 Hooker Point","2099","NSW","Australia",10
"Penrod Tomasicchio","M",55,5,1968-05-28,NA,"Health","High Net Worth","No",19,"30 Harper Trail","2318","NSW","Australia",9
"Pancho Edis","M",53,1,1970-12-30,"Assistant Professor",NA,"Mass Customer","No",13,"64467 Pankratz Pass","3023","VIC","Australia",7
"Andriana Gosnoll","F",59,53,1964-05-19,"Chief Design Engineer","Manufacturing","Mass Customer","No",8,"900 Brown Junction","2291","NSW","Australia",10
"Nilson Wiggam","M",27,48,1996-02-15,"Paralegal","Financial Services","Mass Customer","No",9,"8845 Spaight Way","3049","VIC","Australia",6
"Denny Spleving","F",50,84,1973-05-13,"Business Systems Development Analyst","Manufacturing","Affluent Customer","Yes",5,"85420 Myrtle Road","2114","NSW","Australia",8
"Conway Juarez","M",56,27,1967-03-02,"Help Desk Technician",NA,"Affluent Customer","No",17,"66904 American Ash Hill","4814","QLD","Australia",5
"Dru Crellim","F",60,57,1963-03-04,NA,NA,"Mass Customer","No",12,"90 Morningstar Drive","3030","VIC","Australia",7
"Shaw MacEvilly","M",23,10,2000-05-06,"Software Test Engineer III","Health","Affluent Customer","No",16,"34020 Sheridan Park","2768","NSW","Australia",9
"Brook Eade","F",66,65,1957-11-17,"Sales Representative","Retail","Mass Customer","Yes",8,"58 Meadow Valley Court","2330","NSW","Australia",5
"Aleece Feige","F",48,49,1975-09-16,NA,"Manufacturing","Mass Customer","No",18,"2030 Anderson Lane","2141","NSW","Australia",10
"Dolorita Strutton","F",32,7,1991-05-21,"General Manager","Manufacturing","Affluent Customer","No",17,"07 Acker Pass","3178","VIC","Australia",8
"Harman A'field","M",63,39,1960-12-27,"Geologist III","Manufacturing","Affluent Customer","Yes",6,"31815 Vermont Drive","4227","QLD","Australia",5
"Hildegarde Bamb","F",62,16,1961-02-10,"Help Desk Operator",NA,"High Net Worth","Yes",10,"5070 Division Parkway","3910","VIC","Australia",9
"Launce Gale","M",84,86,1939-01-15,NA,NA,"Mass Customer","No",21,"4 Fordem Avenue","2777","NSW","Australia",9
"Ilise Clissold","F",36,58,1987-11-16,"Developer IV","Entertainment","High Net Worth","No",9,"659 Comanche Plaza","2153","NSW","Australia",10
"Julita Prene","F",44,14,1979-05-16,"Chemical Engineer","Manufacturing","High Net Worth","Yes",13,"5 Myrtle Junction","4128","QLD","Australia",2
"Ashlen Willbond","F",39,64,1984-05-15,"Software Consultant","Health","High Net Worth","No",16,"723 Grayhawk Way","3934","VIC","Australia",8
"Keely Bointon","F",35,71,1988-10-16,"Nurse","Telecommunications","High Net Worth","No",3,"55 Dorton Point","4154","QLD","Australia",9
"Poul Gaskin","M",73,78,1950-06-15,"Help Desk Operator","Telecommunications","High Net Worth","No",17,"9 Killdeer Circle","2643","NSW","Australia",2
"Sheilakathryn Huff","F",65,45,1958-05-15,"Assistant Manager",NA,"High Net Worth","Yes",14,"04 Miller Drive","2477","NSW","Australia",6
"Rubia Evetts","F",33,59,1990-12-21,"Pharmacist","Health","Mass Customer","No",16,"64213 Miller Point","2071","NSW","Australia",9
"Francklin Cross","M",42,51,1981-04-06,"Teacher","Property","Mass Customer","Yes",3,"24593 Jackson Parkway","2231","NSW","Australia",10
"Wilone Champley","F",40,22,1983-11-06,NA,"Manufacturing","High Net Worth","No",17,"9346 Lyons Point","2077","NSW","Australia",10
"Lezlie Clemits","F",50,2,1973-05-30,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",15,"0504 Nevada Drive","2155","NSW","Australia",10
"Kathe Oller","F",64,47,1959-08-20,"General Manager","Manufacturing","Mass Customer","Yes",5,"817 Loftsgordon Road","3029","VIC","Australia",4
"Dulce Bradwell","F",66,61,1957-07-03,"Research Associate","Manufacturing","Mass Customer","No",20,"30 Lukken Point","4159","QLD","Australia",9
"Felice Dechelette","M",25,75,1998-02-05,"Librarian","Entertainment","High Net Worth","No",3,"4 Kingsford Trail","4051","QLD","Australia",4
"Diane Furman","F",30,67,1993-08-11,NA,"Manufacturing","Affluent Customer","Yes",13,"6660 Riverside Circle","3013","VIC","Australia",9
"Ogdan Blenkinship","M",72,65,1951-01-18,"Occupational Therapist","Health","Mass Customer","Yes",21,"21712 Texas Court","3429","VIC","Australia",5
"Kizzee Agget","F",47,98,1976-07-25,"Statistician II","Manufacturing","Affluent Customer","No",8,"122 Marcy Park","2213","NSW","Australia",10
"Stephi Highton","F",36,30,1987-09-09,"Software Engineer I","Telecommunications","Mass Customer","Yes",12,"293 Mendota Park","2154","NSW","Australia",10
"Morgen Newport","F",63,5,1960-08-31,"Project Manager","Manufacturing","Mass Customer","No",6,"9 Washington Center","3340","VIC","Australia",4
"Eugenie Brinson","F",60,79,1963-08-10,"Assistant Media Planner","Entertainment","Mass Customer","Yes",17,"7109 Grayhawk Avenue","3073","VIC","Australia",6
"Reinold Natt","M",59,16,1964-08-23,"Help Desk Technician","Financial Services","High Net Worth","Yes",8,"70 Evergreen Hill","3207","VIC","Australia",8
"Jo Roberts","F",78,41,1945-10-31,"Paralegal","Financial Services","High Net Worth","Yes",11,"20139 Lakewood Plaza","2440","NSW","Australia",3
"Jacklin Duchant","F",83,77,1940-03-18,"Legal Assistant","Argiculture","Mass Customer","No",17,"9 Memorial Road","4132","QLD","Australia",4
"Colas Gabbitas","M",77,98,1946-09-09,"Staff Scientist","Retail","High Net Worth","No",20,"3094 Elka Place","2166","NSW","Australia",9
"Angele Cadore","F",69,5,1954-09-06,"Chief Design Engineer",NA,"Mass Customer","Yes",7,"85894 Amoth Court","4125","QLD","Australia",7
"Cicily Hast","F",52,63,1971-04-26,"Food Chemist","Health","Affluent Customer","Yes",8,"955 Burning Wood Way","2478","NSW","Australia",3
"Sim Constantinou","M",31,91,1992-08-09,"Analog Circuit Design manager","Property","Mass Customer","No",5,"41002 Loomis Park","2010","NSW","Australia",9
"Shanon Rolfe","F",82,63,1941-08-19,"Sales Representative","Retail","High Net Worth","No",8,"10 Cottonwood Point","2530","NSW","Australia",7
"Chryste Oddboy","F",35,44,1988-08-22,"Software Engineer III","Manufacturing","High Net Worth","Yes",4,"2115 Maryland Alley","2320","NSW","Australia",9
"Edin Patinkin","F",31,35,1992-03-26,"Account Executive","Health","Mass Customer","No",17,"6 Milwaukee Hill","3015","VIC","Australia",4
"Nolly Ivanchikov","M",29,13,1994-02-10,"Help Desk Operator","Manufacturing","High Net Worth","Yes",11,"6792 Kropf Hill","2049","NSW","Australia",11
"Michele Pammenter","M",40,23,1983-06-26,"Teacher","Health","High Net Worth","No",2,"37 Mesta Road","3198","VIC","Australia",8
"Liane Abelevitz","F",47,26,1976-11-25,"Operator",NA,"Mass Customer","No",3,"85340 Hovde Way","3153","VIC","Australia",7
"Philbert Bangs","M",57,67,1966-03-03,"Environmental Specialist","IT","Mass Customer","Yes",6,"02643 Moose Court","4500","QLD","Australia",7
"Candy","F",46,23,1977-12-08,NA,"Financial Services","Mass Customer","No",6,"59252 Maryland Drive","3500","VIC","Australia",3
"Noami Cokly","F",61,74,1962-09-17,NA,"Manufacturing","Mass Customer","Yes",15,"2886 Buena Vista Terrace","2038","NSW","Australia",11
"Lyndell Jereatt","F",29,14,1994-11-28,"Payment Adjustment Coordinator",NA,"High Net Worth","No",13,"58770 Monterey Plaza","2122","NSW","Australia",12
"Maximilien Bourget","M",54,12,1969-04-29,"Geologist I","Financial Services","Mass Customer","Yes",6,"2941 Loftsgordon Hill","3337","VIC","Australia",7
"Benedikta Naptin","F",28,59,1995-08-13,"Operator","Retail","Mass Customer","Yes",15,"345 Fieldstone Park","2121","NSW","Australia",11
"Rhodie Gaskall","F",59,83,1964-02-01,"VP Quality Control",NA,"Mass Customer","Yes",9,"251 Pierstorff Alley","4170","QLD","Australia",9
"Afton Andrassy","F",25,78,1998-10-14,"Web Designer II","Retail","Mass Customer","No",7,"220 Cody Alley","3075","VIC","Australia",8
"Blondell Dibdall","F",56,62,1967-01-03,"Programmer III",NA,"Mass Customer","No",4,"34 Bunting Pass","3048","VIC","Australia",4
"Sonia Dunstall","F",48,0,1975-07-30,"Accountant III","Financial Services","Mass Customer","No",10,"99 Park Meadow Hill","2570","NSW","Australia",9
"Benedikt Adamou","M",36,15,1987-01-15,"Recruiting Manager","Health","Mass Customer","No",11,"4 Bluestem Pass","3564","VIC","Australia",3
"Don Spratling","M",54,82,1969-01-05,"Associate Professor","Property","Affluent Customer","Yes",7,"078 Erie Point","2760","NSW","Australia",10
"Moll Ogilby","F",43,25,1980-12-19,"Research Assistant III","Manufacturing","Mass Customer","Yes",13,"6 Hansons Crossing","4123","QLD","Australia",6
"Jammie Seldner","F",48,42,1975-02-25,"Human Resources Manager","Health","Mass Customer","Yes",15,"8 Saint Paul Junction","2066","NSW","Australia",10
"Inglis Pickaver","M",29,33,1994-06-25,"Product Engineer","Telecommunications","Affluent Customer","No",1,"14067 Armistice Plaza","2770","NSW","Australia",8
"Clarabelle Broschek","F",60,6,1963-08-25,"Geological Engineer","Manufacturing","Mass Customer","No",18,"8491 Pennsylvania Crossing","4035","QLD","Australia",6
"Tillie Bisseker","F",63,74,1960-08-10,"Civil Engineer","Manufacturing","High Net Worth","No",14,"59208 Barnett Avenue","2104","NSW","Australia",12
"Irving Babcock","M",37,60,1986-01-17,"Dental Hygienist","Health","High Net Worth","Yes",15,"36 Killdeer Crossing","2705","NSW","Australia",1
"Evered Gludor","M",72,3,1951-04-30,"Electrical Engineer","Manufacturing","High Net Worth","Yes",15,"305 Sloan Junction","2168","NSW","Australia",8
"Mavra Finan","F",56,30,1967-08-23,"Nurse","Property","Affluent Customer","Yes",4,"88 Shopko Way","2034","NSW","Australia",9
"Frieda Tavinor","F",24,43,1999-03-04,NA,NA,"Affluent Customer","No",10,"7 Mallory Lane","3064","VIC","Australia",6
"Ellwood Budden","M",25,82,1998-06-03,NA,"Health","Mass Customer","Yes",11,"79907 Randy Center","2192","NSW","Australia",10
"Alex Patshull","F",57,37,1966-01-02,"Senior Quality Engineer","Retail","Mass Customer","Yes",13,"446 High Crossing Way","4165","QLD","Australia",5
"Aundrea Outridge","F",22,77,2001-01-24,"Structural Engineer","Financial Services","Affluent Customer","Yes",10,"1530 Columbus Lane","3186","VIC","Australia",12
"Amby Bodega","M",55,63,1968-06-12,"Recruiter",NA,"Affluent Customer","Yes",17,"669 Declaration Street","3810","VIC","Australia",6
"Esme Pilipets","M",56,15,1967-05-06,"Environmental Tech","Health","Mass Customer","Yes",5,"9 Ruskin Way","3228","VIC","Australia",9
"Beverly Domnick","F",85,56,1938-12-10,"Structural Analysis Engineer","IT","Mass Customer","No",9,"8 Burning Wood Junction","2232","NSW","Australia",10
"Artemis Swanson","M",46,77,1977-02-12,"Web Designer II","Argiculture","Mass Customer","Yes",13,"5 Melvin Park","3810","VIC","Australia",5
"Daryle Marginson","M",37,93,1986-06-27,"Environmental Tech","Argiculture","Mass Customer","Yes",9,"21316 Ohio Place","2121","NSW","Australia",12
"Tyne Anshell","F",31,71,1992-04-08,"Mechanical Systems Engineer",NA,"Mass Customer","Yes",3,"93 Sutherland Terrace","2560","NSW","Australia",8
"Leona Shorrock","F",72,83,1951-08-23,"Senior Quality Engineer","Financial Services","Affluent Customer","Yes",22,"1560 Grim Avenue","4720","QLD","Australia",1
"Bertrando Carass","M",67,45,1956-06-25,"Sales Associate","Property","Mass Customer","No",8,"1 Quincy Road","2565","NSW","Australia",5
"Augusta Munns","F",72,5,1951-09-17,"Quality Control Specialist",NA,"Mass Customer","No",21,"607 Memorial Avenue","2074","NSW","Australia",11
"Lauralee Fudge","F",36,83,1987-09-21,"Research Nurse","Health","Mass Customer","No",15,"9460 Monument Park","3277","VIC","Australia",4
"Consalve Ballay","M",64,41,1959-09-18,"Web Developer I","IT","Mass Customer","Yes",7,"72 Village Terrace","2250","NSW","Australia",8
"Lolly Prewer","F",26,44,1997-10-23,"Geologist I","Health","Mass Customer","No",15,"694 Coolidge Center","2620","NSW","Australia",7
"Vyky Pegg","F",80,64,1943-03-15,"Quality Control Specialist","Manufacturing","Mass Customer","Yes",11,"31854 Anniversary Terrace","2322","NSW","Australia",7
"Kellen Pawelski","F",78,83,1945-07-26,NA,"Manufacturing","High Net Worth","Yes",11,"125 Manufacturers Parkway","2193","NSW","Australia",8
"Jermaine Bagshawe","F",69,60,1954-05-14,"Help Desk Operator","Property","Mass Customer","Yes",9,"260 Briar Crest Drive","4209","QLD","Australia",6
"Bryan Jachtym","M",49,59,1974-05-15,"Automation Specialist I","Manufacturing","Mass Customer","Yes",15,"56 Moland Crossing","3356","VIC","Australia",3
"Renie Laundon","F",50,32,1973-12-18,"Assistant Media Planner","Entertainment","Mass Customer","Yes",8,"1 Shelley Pass","4118","QLD","Australia",3
"Weidar Etheridge","M",64,38,1959-07-13,"Compensation Analyst","Financial Services","Mass Customer","Yes",6,"0535 Jay Point","2422","NSW","Australia",4
"Datha Fishburn","F",33,15,1990-07-02,"Office Assistant IV","Retail","Mass Customer","No",3,"6 Caliangt Way","3079","VIC","Australia",12
"Ferdinand Romanetti","M",64,60,1959-10-07,"Paralegal","Financial Services","Affluent Customer","No",9,"2 Sloan Way","2200","NSW","Australia",7
"Burk Wortley","M",22,22,2001-10-17,"Senior Sales Associate","Health","Mass Customer","No",6,"04 Union Crossing","2196","NSW","Australia",10
"Melloney Temby","F",69,17,1954-10-05,"Budget/Accounting Analyst IV","Financial Services","Affluent Customer","Yes",15,"33475 Fair Oaks Junction","4702","QLD","Australia",2
"Dickie Cubbini","M",71,30,1952-12-17,"Financial Advisor","Financial Services","Mass Customer","Yes",19,"57666 Victoria Way","4215","QLD","Australia",2
"Sylas Duffill","M",68,56,1955-10-02,"Staff Accountant IV","Property","Mass Customer","Yes",14,"21875 Grover Drive","2010","NSW","Australia",9
"Ardelis Forrester","F",49,10,1974-08-28,"Senior Cost Accountant","Financial Services","Affluent Customer","No",10,"5 Colorado Crossing","3505","VIC","Australia",5
"Winnifred Beswetherick","F",47,83,1976-06-08,"Actuary","Financial Services","Mass Customer","No",14,"61 4th Street","3040","VIC","Australia",10
"Tabbatha Averill","F",46,5,1977-12-17,"Quality Control Specialist",NA,"Affluent Customer","Yes",13,"663 8th Parkway","2257","NSW","Australia",8
"Maisie Maddox","F",46,27,1977-05-09,"Assistant Manager","Financial Services","Affluent Customer","No",20,"8 Dennis Point","3226","VIC","Australia",9
"Heinrick Shilstone","M",45,60,1978-02-11,NA,"Manufacturing","Affluent Customer","No",10,"998 Gale Park","3174","VIC","Australia",8
"Gardie Crellim","M",48,58,1975-09-12,"Biostatistician IV","Manufacturing","High Net Worth","No",8,"564 Forest Dale Avenue","3161","VIC","Australia",12
"Patricia Everix","F",45,34,1978-02-19,"Director of Sales","Health","Mass Customer","No",19,"91164 Washington Terrace","2263","NSW","Australia",7
"Nobe McAughtry","M",45,25,1978-12-14,NA,NA,"Mass Customer","No",12,"1 Orin Hill","4510","QLD","Australia",5
"Dolley Starmont","F",46,53,1977-11-08,"Geologist IV","Manufacturing","Affluent Customer","No",18,"4252 Dovetail Pass","4129","QLD","Australia",6
"Tessa Friese","F",47,89,1976-10-24,"Health Coach II","Financial Services","Mass Customer","No",21,"98158 Alpine Point","4212","QLD","Australia",9
"Brigitte Whellams","F",50,67,1973-05-09,"Payment Adjustment Coordinator",NA,"Mass Customer","Yes",17,"77785 Veith Lane","2766","NSW","Australia",8
"Kort Disley","M",44,66,1979-02-05,"Technical Writer","Health","Mass Customer","Yes",7,"76 Donald Trail","2160","NSW","Australia",9
"Wallace Newart","M",46,91,1977-12-06,NA,"IT","Mass Customer","No",17,"29007 Dapin Street","4650","QLD","Australia",1
"Egon Ortells","M",47,35,1976-06-11,"Structural Engineer","Manufacturing","Affluent Customer","No",13,"3 Sundown Hill","2168","NSW","Australia",9
"Raye Roo","F",47,64,1976-03-07,"Database Administrator I","Financial Services","Mass Customer","Yes",16,"1199 Express Plaza","3046","VIC","Australia",9
"Sherrie Godleman","F",45,37,1978-04-02,"Associate Professor","Manufacturing","Mass Customer","No",19,"67 Shelley Crossing","3350","VIC","Australia",2
