"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Damon Phelip","M",27,"1144",73,"Environmental Specialist","Health","High Net Worth","Yes",5
"Leesa Castleman","F",27,"381",99,"Sales Associate","Manufacturing","Affluent Customer","No",1
"Reginald Hanwright","M",27,"1609",64,"Professor","Property","Mass Customer","Yes",3
"Shelli Benitti","F",27,"3099",73,"Analyst Programmer","Retail","Mass Customer","Yes",3
"Idalina","F",27,"1651",9,"Web Designer I","Telecommunications","Mass Customer","Yes",4
"Edee Stoker","F",27,"652",62,"Staff Scientist","Financial Services","High Net Worth","Yes",1
"Krishnah Firmage","M",27,"1779",55,"Information Systems Manager","Argiculture","Affluent Customer","No",5
"Hadria Moles","F",27,"3893",7,"VP Quality Control","Telecommunications","High Net Worth","Yes",4
"Vernor","M",27,"475",0,"Nuclear Power Engineer","Manufacturing","Affluent Customer","No",1
"Kiele Caghan","F",27,"2249",7,"Staff Scientist","Financial Services","Mass Customer","No",5
"Helge Voller","F",27,"2479",81,"Community Outreach Specialist","Retail","Mass Customer","No",5
"Virgil Borkett","M",27,"2508",98,"Information Systems Manager","Financial Services","Mass Customer","No",3
"Nani Brilleman","F",27,"2566",48,"Accountant II","Entertainment","Affluent Customer","Yes",6
"Averyl Gosz","F",27,"2369",80,"Financial Analyst","Financial Services","Mass Customer","Yes",1
"Corabelle Streatfeild","F",27,"3143",0,"Chief Design Engineer","Manufacturing","Mass Customer","No",5
"Madalena MacCaughey","F",27,"2705",11,"Nuclear Power Engineer","Manufacturing","Mass Customer","No",3
"Mab Dwyer","F",27,"3573",68,"Accounting Assistant I","Manufacturing","Mass Customer","Yes",3
"Sylas","M",27,"3325",80,"Database Administrator IV","Manufacturing","High Net Worth","No",1
"Renato Mungham","M",27,"3045",52,"Cost Accountant","Financial Services","Affluent Customer","Yes",2
"Tedmund Simonsson","M",27,"1997",57,"Structural Engineer","Financial Services","Mass Customer","No",5
"Clem Fosdick","F",27,"2802",36,"Programmer Analyst I","Financial Services","Mass Customer","No",3
"Casey Kett","F",27,"3862",1,"Structural Engineer","Health","Mass Customer","No",4
"Clarita Penright","F",27,"1093",63,"Business Systems Development Analyst","Manufacturing","Affluent Customer","No",5
"Towny Beebee","M",27,"1631",11,"Speech Pathologist","Financial Services","Affluent Customer","No",1
"Mahalia","F",27,"1253",81,"Research Assistant I","Manufacturing","Mass Customer","No",5
"Gavra Robez","F",27,"3405",89,"Project Manager","Financial Services","Mass Customer","Yes",3
"Town Yitzhakov","M",27,"3525",55,"Editor","Property","Mass Customer","No",2
"York Calbreath","M",27,"3431",97,"Community Outreach Specialist","Property","Affluent Customer","No",5
"Chadd Fowlds","M",27,"1083",46,"VP Product Management","Manufacturing","Affluent Customer","No",1
"Ellette Fahy","F",27,"698",90,"Human Resources Manager","Manufacturing","High Net Worth","Yes",1
"Reese Ensor","M",27,"56",44,"VP Sales","Property","Mass Customer","Yes",4
"Trent","M",27,"514",9,"Associate Professor","Financial Services","Mass Customer","Yes",4
"Renaldo Maudsley","M",27,"1447",29,"Civil Engineer","Manufacturing","Mass Customer","No",4
"Ambrose Bleasby","M",27,"1930",27,"Speech Pathologist","Manufacturing","High Net Worth","No",3
"Cord Warriner","M",27,"1007",58,"General Manager","Retail","Mass Customer","No",5
"Elberta Crickett","F",27,"1167",20,"Software Test Engineer III","Health","Mass Customer","No",4
"Helsa Grandisson","F",27,"2248",33,"Software Engineer I","Manufacturing","Mass Customer","No",1
"Merrielle Vegas","F",27,"1191",20,"Director of Sales","Health","Mass Customer","Yes",1
"Cully Takos","M",27,"2686",63,"Automation Specialist II","Financial Services","Affluent Customer","No",4
"Melany L'oiseau","F",27,"933",75,"Help Desk Operator","Retail","Mass Customer","Yes",5
"Lockwood Exroll","M",27,"213",13,"Actuary","Financial Services","High Net Worth","Yes",6
"Andee Robjant","F",27,"547",22,"Sales Associate","Health","Mass Customer","No",5
"Hillyer Biddulph","M",27,"3399",95,"VP Accounting","Financial Services","Mass Customer","No",2
"Phillis Rudwell","F",27,"827",90,"Research Nurse","Health","Affluent Customer","No",5
"Tiffi Hartless","F",27,"1409",69,"Help Desk Technician","Financial Services","Mass Customer","No",4
"Jesse Leyshon","F",27,"2213",70,"Legal Assistant","Property","Affluent Customer","Yes",6
"Fifi Dorrins","F",27,"3638",73,"Associate Professor","Manufacturing","Mass Customer","No",6
"Levi Cartmell","M",27,"469",91,"Actuary","Financial Services","High Net Worth","Yes",3
"Carry Abercromby","F",27,"3593",71,"Legal Assistant","Retail","Mass Customer","No",5
"Corabelle","F",27,"938",18,"Technical Writer","Retail","Mass Customer","No",7
"Yard Teeney","M",27,"1820",12,"Software Engineer II","IT","Affluent Customer","No",5
"Fidela Haresign","F",27,"3886",74,"Recruiting Manager","Manufacturing","Affluent Customer","No",5
"Juliane Calltone","F",27,"2370",35,"Analyst Programmer","Property","High Net Worth","No",7
"Zebulen Hefford","M",27,"2334",30,"Food Chemist","Health","Affluent Customer","No",5
"Darell Mulqueeny","F",27,"3224",67,"Automation Specialist III","Manufacturing","Affluent Customer","No",3
"Wesley Nichols","M",27,"3384",11,"Administrative Assistant II","Financial Services","Mass Customer","No",6
"Fraser Gaenor","M",27,"1049",35,"Software Consultant","Property","Mass Customer","No",2
"Myranda Cridland","F",27,"3619",18,"Administrative Assistant IV","IT","Mass Customer","Yes",1
"Gaylor Carbry","M",27,"3438",11,"Project Manager","Manufacturing","Mass Customer","No",2
"Diego Bertelmot","M",27,"3031",95,"Staff Scientist","Health","Mass Customer","Yes",5
"Jaquelin Leek","F",27,"3477",90,"Senior Developer","Financial Services","Affluent Customer","Yes",7
"Marcellus Louisot","M",27,"934",76,"Human Resources Manager","Manufacturing","Mass Customer","No",6
"Melody Ivanilov","F",27,"3854",47,"VP Quality Control","Property","High Net Worth","Yes",2
"Adriana Heam","F",27,"3907",8,"Technical Writer","IT","High Net Worth","Yes",5
"Sinclair Sustins","M",28,"404",92,"Geologist I","Financial Services","Affluent Customer","Yes",4
"Parker Barenskie","M",28,"2468",51,"Marketing Assistant","Retail","High Net Worth","No",1
"Duff Anan","M",28,"589",76,"Compensation Analyst","Financial Services","Mass Customer","Yes",1
"Costa Sharpin","M",28,"3227",37,"Product Engineer","Manufacturing","Affluent Customer","No",2
"Albie Pach","M",28,"1470",62,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",8
"Raff Waadenburg","M",28,"434",93,"Cost Accountant","Financial Services","Mass Customer","Yes",19
"Sarita Khosa","F",28,"1327",57,"Director of Sales","Property","Affluent Customer","No",6
"Phil Dodle","F",28,"1570",70,"Staff Accountant III","Entertainment","Mass Customer","No",17
"Werner Wall","M",28,"1574",16,"Database Administrator I","Financial Services","Affluent Customer","Yes",2
"Pernell Duffett","M",28,"1521",49,"Business Systems Development Analyst","Financial Services","Affluent Customer","Yes",22
"Ferne Reese","F",28,"2394",31,"GIS Technical Architect","Manufacturing","Mass Customer","Yes",7
"Omero Hauxley","M",28,"1462",16,"VP Accounting","Financial Services","Mass Customer","Yes",1
"Tye Scottini","M",28,"2221",80,"General Manager","Argiculture","Affluent Customer","No",7
"Esmaria Kiernan","F",28,"3141",92,"Associate Professor","Retail","Mass Customer","Yes",3
"Marna","F",28,"3200",51,"Environmental Tech","Manufacturing","Mass Customer","No",1
"Renelle Tutin","F",28,"1344",20,"Tax Accountant","Manufacturing","Mass Customer","No",4
"Lois Abrahim","F",28,"3498",28,"Desktop Support Technician","Manufacturing","Mass Customer","No",5
"Nathanial D'Ambrogi","M",28,"1841",63,"Administrative Assistant III","Argiculture","Affluent Customer","No",2
"Shanta Attrill","F",28,"1992",28,"Web Developer I","Manufacturing","Mass Customer","Yes",3
"Hailey Ricciardi","M",28,"1066",45,"Recruiter","Telecommunications","High Net Worth","No",12
"Wadsworth Hubane","M",28,"833",9,"Safety Technician II","IT","High Net Worth","Yes",4
"Devon Baudic","F",28,"3698",49,"Geological Engineer","Manufacturing","Mass Customer","No",4
"Charity Robken","F",28,"2860",13,"Physical Therapy Assistant","Manufacturing","Mass Customer","No",1
"Kimberly Dishmon","F",28,"1775",73,"Actuary","Financial Services","Affluent Customer","No",3
"Forest Knowling","M",28,"2768",86,"Executive Secretary","Manufacturing","Mass Customer","No",3
"Byrom Draisey","M",28,"1221",75,"VP Product Management","Health","High Net Worth","Yes",14
"Fielding Linklater","M",28,"2364",19,"Speech Pathologist","Financial Services","Mass Customer","Yes",13
"Fiona Clines","F",28,"584",10,"Tax Accountant","Manufacturing","Affluent Customer","Yes",19
"Nonnah Johns","F",28,"614",45,"Electrical Engineer","Manufacturing","Mass Customer","Yes",11
"Allyson Pinsent","F",28,"1892",48,"Physical Therapy Assistant","Retail","High Net Worth","Yes",2
"Ambur Symcoxe","F",28,"678",57,"Accounting Assistant II","IT","High Net Worth","No",2
"Horace Gilpillan","M",28,"2054",12,"Administrative Officer","Manufacturing","Mass Customer","Yes",22
"Candice Patriskson","F",28,"2650",33,"Business Systems Development Analyst","IT","Affluent Customer","Yes",10
"Guenevere Treffry","F",28,"3091",88,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","Yes",3
"Marge Girault","F",28,"2013",99,"Registered Nurse","Health","Affluent Customer","Yes",19
"Basile Winsor","M",28,"231",48,"Design Engineer","Financial Services","Mass Customer","Yes",3
"Brett McCalister","M",28,"1783",55,"Account Representative I","Retail","Mass Customer","Yes",7
"Stormi","F",28,"660",82,"Geological Engineer","Manufacturing","High Net Worth","No",6
"Perl Bysaker","F",28,"616",36,"Quality Control Specialist","Health","High Net Worth","No",6
"Ky Stredder","M",28,"2866",10,"Sales Associate","Health","High Net Worth","No",7
"Archibaldo Argrave","M",28,"2592",84,"Help Desk Operator","Financial Services","Mass Customer","Yes",1
"Teodor Larwell","M",28,"1689",48,"Quality Control Specialist","Financial Services","Mass Customer","Yes",4
"Llywellyn Christall","M",28,"2117",76,"Computer Systems Analyst I","Health","Affluent Customer","No",3
"Zach Billison","M",28,"3064",96,"Product Engineer","Financial Services","Affluent Customer","Yes",4
"Dal Colquhoun","M",28,"1645",34,"Research Associate","Financial Services","Affluent Customer","Yes",5
"Lombard Essame","M",28,"2824",41,"Assistant Media Planner","Entertainment","Affluent Customer","No",7
"Banky Baudichon","M",28,"2901",77,"Teacher","Manufacturing","Mass Customer","Yes",6
"Nisse Marriage","F",28,"3117",68,"Cost Accountant","Financial Services","Affluent Customer","Yes",6
"Albert Gomery","M",28,"1070",5,"Account Representative IV","Property","Mass Customer","No",1
"Katuscha Sapsed","F",28,"2286",20,"Staff Scientist","Manufacturing","High Net Worth","No",5
"Bird Diess","F",28,"1480",83,"Legal Assistant","Health","High Net Worth","Yes",5
"Lambert Edser","M",28,"3266",68,"Account Representative III","Financial Services","Mass Customer","Yes",5
"Ulick Bruty","M",28,"2883",84,"Paralegal","Financial Services","Mass Customer","Yes",2
"Antonio Brewis","M",28,"2631",4,"Software Engineer I","Financial Services","Mass Customer","Yes",2
"Kath Cunney","F",28,"124",27,"Administrative Assistant II","Health","High Net Worth","Yes",5
"Garald Brasner","M",28,"1896",13,"Project Manager","Financial Services","High Net Worth","No",1
"Robin Crack","F",28,"448",34,"Software Engineer III","IT","High Net Worth","No",3
"Vinny Hegley","M",28,"504",93,"Environmental Tech","Manufacturing","High Net Worth","Yes",7
"Marion Vanichkin","F",28,"32",17,"Legal Assistant","Manufacturing","Affluent Customer","No",4
"Fran","M",28,"3443",11,"Technical Writer","Manufacturing","Mass Customer","Yes",5
"Chrysler Vasile","F",28,"1770",63,"Junior Executive","Financial Services","Mass Customer","Yes",7
"Izaak Gisborne","M",28,"750",42,"Analyst Programmer","Retail","Affluent Customer","Yes",7
"Elbertine Trewin","F",28,"3206",32,"Financial Advisor","Financial Services","Mass Customer","No",1
"Welch MacAllaster","M",28,"280",15,"Geologist I","Manufacturing","Affluent Customer","Yes",5
"Frazer Searston","M",28,"1068",5,"Geologist III","Health","Mass Customer","Yes",3
"Simone Boanas","M",28,"2709",6,"Compensation Analyst","Financial Services","High Net Worth","No",6
"Kori Antoshin","F",28,"3313",10,"Help Desk Operator","Property","High Net Worth","Yes",5
"Manya","F",28,"2515",24,"Software Test Engineer I","Retail","Affluent Customer","Yes",3
"Blinnie Hazelden","F",28,"2993",85,"Graphic Designer","Financial Services","Affluent Customer","No",4
"Redd O'Crowley","M",28,"1916",71,"Computer Systems Analyst II","Retail","High Net Worth","Yes",7
"Sue Batstone","F",28,"3759",68,"Programmer IV","Property","Mass Customer","Yes",4
"Alain Immins","M",28,"954",76,"VP Quality Control","Manufacturing","Mass Customer","Yes",7
"Carrol Jordin","M",28,"2669",95,"Business Systems Development Analyst","Property","Affluent Customer","No",1
"Erie Worswick","M",28,"1640",37,"Accountant I","Retail","High Net Worth","Yes",3
"Clerissa Columbell","F",28,"3344",66,"GIS Technical Architect","Financial Services","Affluent Customer","Yes",1
"Ezri Sadry","M",28,"2017",67,"Programmer II","Financial Services","Affluent Customer","Yes",6
"Olav Polak","M",28,"23",43,"Cost Accountant","Financial Services","High Net Worth","Yes",1
"Perla Cortnay","F",28,"1548",70,"Engineer I","Manufacturing","Mass Customer","Yes",2
"Tye Doohan","M",28,"941",13,"Recruiting Manager","Financial Services","Affluent Customer","Yes",1
"Drucy Kausche","F",28,"149",41,"Research Nurse","Health","Mass Customer","Yes",1
"Jolee Stearndale","F",28,"3836",16,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",7
"Charyl Haimes","F",28,"578",72,"Web Developer I","Financial Services","High Net Worth","Yes",3
"Gweneth Wilkins","F",28,"2247",17,"Teacher","Retail","High Net Worth","Yes",1
"Pierette Roseman","F",28,"3134",53,"Technical Writer","Manufacturing","Mass Customer","No",5
"Vernor Stedall","M",28,"3167",36,"Web Designer IV","Property","Mass Customer","No",5
"Mirilla Lothlorien","F",28,"1153",53,"Desktop Support Technician","Health","Mass Customer","Yes",3
"Renell Bellocht","F",28,"3066",29,"Paralegal","Financial Services","Affluent Customer","Yes",2
"Cinderella Parcall","F",28,"216",12,"Quality Engineer","Financial Services","High Net Worth","Yes",7
"Jacob Claringbold","M",28,"1033",70,"Account Coordinator","Manufacturing","Affluent Customer","Yes",3
"Aylmer Glenwright","M",28,"2653",80,"Food Chemist","Health","Affluent Customer","No",1
"Fredek Lobley","M",29,"3352",14,"Human Resources Assistant IV","Manufacturing","Affluent Customer","No",1
"Grete Hindenburg","F",29,"2272",82,"Internal Auditor","Manufacturing","Mass Customer","No",1
"Arluene Manchester","F",29,"2356",58,"Geological Engineer","Manufacturing","Affluent Customer","No",3
"Penny McKirdy","M",29,"3598",72,"Computer Systems Analyst III","Manufacturing","Affluent Customer","Yes",5
"Rikki Bernet","F",29,"3023",37,"Accountant I","IT","High Net Worth","Yes",7
"Kalvin Paskin","M",29,"3269",96,"GIS Technical Architect","Financial Services","Mass Customer","No",1
"Diahann Blundan","F",29,"3104",19,"Business Systems Development Analyst","Property","Mass Customer","Yes",2
"Fowler Bauduccio","M",29,"3851",5,"Senior Sales Associate","Manufacturing","High Net Worth","No",3
"Matthiew Ferreras","M",29,"1018",1,"Help Desk Operator","Manufacturing","Mass Customer","Yes",7
"Ibby Beedon","F",29,"3204",51,"Media Manager III","Health","Mass Customer","Yes",4
"Ingaberg Cornillot","F",29,"2700",22,"GIS Technical Architect","Argiculture","Mass Customer","No",2
"Deedee Fransinelli","F",29,"1819",26,"Graphic Designer","Entertainment","Mass Customer","Yes",8
"Giffard Stollman","M",29,"3824",33,"GIS Technical Architect","Property","Mass Customer","No",3
"Rutter Excell","M",29,"208",57,"Office Assistant III","Property","High Net Worth","No",5
"Suzie Ornillos","F",29,"1763",96,"Automation Specialist I","Manufacturing","Affluent Customer","Yes",7
"Lazarus Donaghy","M",29,"3945",77,"Operator","Retail","High Net Worth","No",7
"Louella O' Timony","F",29,"1784",37,"GIS Technical Architect","Manufacturing","Mass Customer","Yes",6
"Merrili Potticary","F",29,"3721",84,"Senior Quality Engineer","Financial Services","Mass Customer","Yes",7
"Mathe Scatcher","M",29,"664",38,"Research Nurse","Health","High Net Worth","No",4
"Barnard Stranks","M",29,"986",3,"Office Assistant I","Manufacturing","Mass Customer","Yes",8
"Sullivan Scullion","M",29,"1134",22,"Administrative Assistant IV","Financial Services","Affluent Customer","No",3
"Adena Northedge","F",29,"713",34,"Help Desk Technician","Retail","Mass Customer","Yes",4
"Bren Dabbes","F",29,"3535",8,"Technical Writer","Manufacturing","High Net Worth","No",6
"Aldin Cracker","M",29,"935",76,"Marketing Manager","Entertainment","Mass Customer","Yes",3
"Garry Gadson","M",29,"3202",74,"Office Assistant IV","Financial Services","Mass Customer","Yes",2
