"customer_name","gender","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","lat","lon","age_group","job_type","Median salary or wages"
"Josepha Clamp","F",12,"Manufacturing","High Net Worth","No",12,"2","Harper Junction",2069,"NSW","Australia",12,-33.7812343285714,151.193985157788,"55-64","Managerial",59747
"Jillane Simion","F",8,"Manufacturing","High Net Worth","No",7,"7","Caliangt Street",4209,"QLD","Australia",3,-27.858597384913,153.290702728754,"45-54","Managerial",47170
"Lynnell Shoesmith","F",44,"Health","High Net Worth","Yes",7,"5331","Ilene Parkway",2560,"NSW","Australia",8,-34.0862672238874,150.809804183538,"35-44","Healthcare",50249
"Ferdinand Billie","M",97,"Manufacturing","Mass Customer","No",6,"660","Carey Avenue",2759,"NSW","Australia",8,-33.7992847606085,150.79264970355,"55-64","Technical",53438
"Suzy Bussens","F",44,"Financial Services","Mass Customer","No",13,"25","Oneill Alley",4102,"QLD","Australia",9,-27.4925531855058,153.037881254834,"45-54","Quantitative",45436
"Emeline Vezey","F",37,"Health","Affluent Customer","Yes",19,"2","Golden Leaf Parkway",3759,"VIC","Australia",7,-37.6404831529412,145.237241505882,"65+","Other",49640
"Cissiee Baylis","F",99,"Financial Services","High Net Worth","No",16,"18","Dottie Park",2230,"NSW","Australia",11,-34.0610239921569,151.148743303068,"65+","Quantitative",58047
"Roldan Raybould","M",27,"Financial Services","Mass Customer","No",11,"85","Badeau Pass",3158,"VIC","Australia",8,-37.8984771392857,145.335448375999,"45-54","Quantitative",50793
"Barth Weare","M",18,"Health","Mass Customer","Yes",8,"784","Lotheville Court",2541,"NSW","Australia",5,-34.9009353683247,150.596269950916,"65+","Technical",43118
"Alta Pithcock","F",64,"Financial Services","Mass Customer","No",2,"57568","Northview Junction",2141,"NSW","Australia",7,-33.861467945871,151.043922307641,"18-24","Technical",42130
"Marc Keunemann","M",57,"Health","Affluent Customer","Yes",14,"283","Golf View Lane",2747,"NSW","Australia",8,-33.7552136666747,150.752381214054,"45-54","Other",52798
"Bertine Smalles","F",85,"Financial Services","Mass Customer","Yes",9,"7","Johnson Hill",3028,"VIC","Australia",8,-37.8731902324605,144.763129099591,"35-44","Managerial",50074
"Wilbert O'Loughnan","M",14,"Financial Services","Mass Customer","Yes",6,"22580","Doe Crossing Drive",4055,"QLD","Australia",9,-27.408081697118,152.92417919069,"35-44","Other",57998
"Seymour Fellibrand","M",28,"Financial Services","Affluent Customer","Yes",18,"96081","Lakewood Hill",4650,"QLD","Australia",2,-25.6174413383512,152.794262238691,"45-54","Technical",43400
"Miran Runchman","F",47,"Retail","Mass Customer","No",17,"6634","Old Gate Parkway",4304,"QLD","Australia",3,-27.6102461666667,152.801384955991,"45-54","Healthcare",47774
"Dorotea Fenwick","F",74,"Financial Services","High Net Worth","No",12,"72","Lukken Crossing",2016,"NSW","Australia",11,-33.8931694811881,151.203514776826,"65+","Healthcare",60680
"Jenny Massy","F",82,"Telecommunications","Mass Customer","Yes",10,"6","Meadow Ridge Pass",2470,"NSW","Australia",2,-28.8432360670213,152.985959790751,"55-64","Managerial",42102
"Hyman Petrolli","M",8,"Financial Services","Affluent Customer","Yes",4,"290","Menomonie Circle",3782,"VIC","Australia",7,-37.920096821875,145.465771575507,"55-64","Other",47323
"Beatrix McGivena","F",26,"Health","Mass Customer","Yes",9,"6","Sutherland Parkway",4879,"QLD","Australia",10,-16.7781655641026,145.675705487781,"55-64","Managerial",48518
"Nalani Hallad","F",15,"Health","Affluent Customer","Yes",9,"1","Oriole Crossing",3184,"VIC","Australia",9,-37.8823985015402,144.985529866262,"18-24","Technical",60320
"Inglebert Butland","M",71,"Financial Services","Mass Customer","Yes",7,"51837","Canary Center",2114,"NSW","Australia",9,-33.8147045123188,151.088991853473,"55-64","Quantitative",55156
"Brendis Pineaux","M",12,"Manufacturing","Mass Customer","No",5,"43030","Carberry Way",2560,"NSW","Australia",4,-34.0862672238874,150.809804183538,"45-54","Technical",50249
"Jaimie Lancastle","M",71,"Argiculture","Mass Customer","Yes",5,"0","Bay Drive",2750,"NSW","Australia",8,-33.7549817482385,150.678150439569,"45-54","Managerial",53466
"Glendon Malham","M",36,"Manufacturing","Mass Customer","No",17,"6","Anzinger Pass",3030,"VIC","Australia",6,-37.8932562855869,144.703941958861,"55-64","Other",52900
"Calida Schaben","F",54,"IT","Mass Customer","Yes",10,"1861","Chive Court",2199,"NSW","Australia",9,-33.90408827,151.024250040193,"45-54","Managerial",44620
"Hallsy Voysey","M",83,"Manufacturing","Mass Customer","No",16,"9","Westerfield Point",3437,"VIC","Australia",9,-37.49337755,144.591782299938,"45-54","Technical",55544
"Lanny Currall","M",37,"Financial Services","High Net Worth","Yes",9,"3","Redwing Center",2209,"NSW","Australia",10,-33.9474622844594,151.067276854035,"25-34","Technical",48238
"Son Varney","M",75,"Property","Mass Customer","Yes",10,"189","Bayside Court",2480,"NSW","Australia",7,-28.7491896334008,153.277049148567,"25-34","Managerial",41942
"Bartram Caltun","M",28,"Health","Affluent Customer","Yes",12,"174","Farwell Point",2121,"NSW","Australia",11,-33.7710730982759,151.079969860376,"65+","Other",54992
"Halette Borsi","F",60,"Health","Affluent Customer","Yes",16,"356","Pennsylvania Point",2128,"NSW","Australia",9,-33.8365454066667,151.044975471577,"55-64","Healthcare",50950
"Killie Densie","M",87,"IT","Mass Customer","Yes",11,"62","Dryden Junction",2042,"NSW","Australia",10,-33.8971000912879,151.179130790648,"25-34","Other",59769
"Mandi Adamsson","F",40,"Manufacturing","Mass Customer","Yes",5,"25","Westerfield Road",4165,"QLD","Australia",5,-27.619472896875,153.296431644137,"25-34","Technical",52462
"Kylila Basezzi","F",94,"Manufacturing","Mass Customer","Yes",9,"64","Armistice Point",4217,"QLD","Australia",9,-28.0032955533294,153.413825747227,"65+","Managerial",38906
"Yardley Matten","M",35,"Financial Services","Mass Customer","No",15,"74","Everett Court",4408,"QLD","Australia",2,NA,NA,"25-34","Other",44226
"Shepperd Leonards","M",17,"Manufacturing","Mass Customer","Yes",5,"38","Nobel Lane",2147,"NSW","Australia",9,-33.7642819068182,150.93531962252,"35-44","Technical",52880
"Hamel Curzey","M",11,"Manufacturing","Mass Customer","Yes",9,"6936","Homewood Avenue",4000,"QLD","Australia",7,-27.461692652439,153.021714281558,"25-34","Technical",35929
"Fancie Woofendell","F",68,"Health","Mass Customer","Yes",6,"8","Crowley Center",4212,"QLD","Australia",7,-27.90494049,153.334749935612,"55-64","Healthcare",48886
"Zebulen Emtage","M",52,"Manufacturing","High Net Worth","Yes",17,"44","Ronald Regan Parkway",4352,"QLD","Australia",7,-27.4879788431034,151.996060860696,"55-64","Technical",51109
"Micheil Fleote","M",48,"Manufacturing","High Net Worth","No",16,"174","Lotheville Crossing",2093,"NSW","Australia",9,-33.7915116714286,151.261056984381,"45-54","Technical",59976
"Cecily Faircley","F",42,"IT","Affluent Customer","Yes",19,"8","Bluejay Road",4301,"QLD","Australia",1,-27.6455961244194,152.862925244542,"65+","Quantitative",46606
"Glory Chilcott","F",49,"Telecommunications","High Net Worth","No",9,"4286","Rowland Circle",4165,"QLD","Australia",5,-27.619472896875,153.296431644137,"65+","Managerial",52462
"Sinclair Wark","M",68,"Financial Services","Mass Customer","Yes",11,"44","Thompson Center",2134,"NSW","Australia",9,-33.87479105625,151.103355858399,"45-54","Technical",40150
"Tomaso Horsley","M",97,"Financial Services","Mass Customer","Yes",10,"70360","Onsgard Plaza",3977,"VIC","Australia",6,-38.0955446155503,145.266612213336,"18-24","Other",49058
"Gilli Christophers","F",70,"Property","Affluent Customer","Yes",17,"53870","Jay Pass",4575,"QLD","Australia",9,-26.7192531752057,153.12511530006,"65+","Technical",46032
"Errick Burgin","M",87,"Entertainment","Mass Customer","No",11,"417","Killdeer Alley",2650,"NSW","Australia",2,-35.1303987188179,147.287771357235,"25-34","Other",48139
"Damian Renard","M",43,"Retail","Affluent Customer","No",8,"28","Prentice Trail",2155,"NSW","Australia",10,-33.6963501305118,150.933886619322,"45-54","Other",61221
"Agnola Batterson","F",86,"Financial Services","Mass Customer","No",7,"216","Bultman Park",4305,"QLD","Australia",3,-27.6149785314002,152.753023296701,"35-44","Administrative",49540
"Riki Wandtke","F",25,"Entertainment","Mass Customer","Yes",5,"435","Mitchell Street",4115,"QLD","Australia",7,-27.6257711400899,153.031703264423,"55-64","Other",50322
"Phyllis Wibberley","F",7,"Retail","Affluent Customer","No",11,"3","Bellgrove Avenue",2066,"NSW","Australia",12,-33.8096297036232,151.167748895846,"45-54","Other",67091
"Burt Vasechkin","M",33,"Retail","Mass Customer","Yes",20,"89100","Rusk Crossing",3338,"VIC","Australia",2,-37.7260509818182,144.556293753559,"65+","Other",49978
"Trudie Phinnessy","F",45,"Financial Services","Mass Customer","Yes",15,"77","Dennis Lane",3030,"VIC","Australia",9,-37.8932562855869,144.703941958861,"55-64","Technical",52900
"Frederigo Cribbott","M",35,"Health","Mass Customer","No",16,"42280","Namekagon Crossing",2140,"NSW","Australia",8,-33.8598728528585,151.075682079339,"55-64","Other",47244
"Glenda Eliet","F",87,"Entertainment","Mass Customer","No",12,"1","Fordem Way",3844,"VIC","Australia",7,-38.1897013926667,146.529273334814,"45-54","Technical",50718
"Darb","M",80,"Health","Affluent Customer","No",10,"780","Bonner Pass",4034,"QLD","Australia",5,-27.3585811122162,153.034066724728,"45-54","Healthcare",51822
"Cal Van den Velde","M",22,"Financial Services","Affluent Customer","Yes",6,"77916","Moland Park",3174,"VIC","Australia",6,-37.9730722160714,145.180364533191,"25-34","Other",42732
"Stephani Sidsaff","F",32,"Financial Services","Mass Customer","Yes",6,"0","Southridge Avenue",2036,"NSW","Australia",11,-33.9687433573679,151.234818968302,"45-54","Technical",54563
"Meade Bampton","M",69,"Health","High Net Worth","No",17,"7870","Stuart Crossing",2090,"NSW","Australia",7,-33.8304774,151.2254064334,"35-44","Healthcare",73700
"Flore Cashen","F",79,"Health","High Net Worth","No",17,"4","Vera Pass",2640,"NSW","Australia",4,-36.0851089216229,146.920094129877,"45-54","Healthcare",47406
"Petr Westman","M",5,"Property","Mass Customer","No",7,"98454","Dapin Park",4556,"QLD","Australia",7,-26.6739260196765,153.073408089854,"35-44","Healthcare",45026
"Yorgos Dewhurst","M",6,"Argiculture","Affluent Customer","No",16,"4","Talmadge Road",4701,"QLD","Australia",1,-23.3478986801282,150.535229514738,"65+","Other",50325
"Simmonds Bapty","M",52,"Financial Services","Affluent Customer","No",8,"47","Susan Park",2025,"NSW","Australia",12,-33.8876717478538,151.246406424766,"18-24","Other",68649
"Hagen MacCarter","M",93,"Entertainment","Affluent Customer","Yes",15,"7","Ramsey Trail",3172,"VIC","Australia",9,-37.9764888375,145.13794995808,"35-44","Technical",45078
"Cazzie Stanwix","M",37,"Manufacturing","High Net Worth","Yes",11,"6026","Mallory Drive",4561,"QLD","Australia",7,-26.5517286875,152.950776741329,"55-64","Administrative",44006
"Geoff Gwillym","M",89,"Health","Affluent Customer","No",8,"1","Eliot Plaza",2323,"NSW","Australia",4,-32.7831400035211,151.567845588058,"18-24","Technical",50658
"Simonette","F",4,"Manufacturing","Affluent Customer","Yes",6,"66","Hoffman Court",2232,"NSW","Australia",8,-34.0297099230114,151.060846702591,"25-34","Managerial",58410
"Deirdre Sturgeon","F",11,"Retail","Mass Customer","Yes",9,"7","Sycamore Terrace",2232,"NSW","Australia",10,-34.0297099230114,151.060846702591,"55-64","Managerial",58410
"Andrea Pendle","F",86,"Retail","High Net Worth","Yes",13,"31281","Meadow Valley Way",4500,"QLD","Australia",6,-27.3137627571681,152.981263107015,"65+","Technical",51356
"Juliann Siemantel","F",86,"Entertainment","Mass Customer","No",22,"28","Parkside Park",3046,"VIC","Australia",8,-37.710122090991,144.932195383873,"65+","Other",48614
"Janaye Eade","F",23,"Health","Affluent Customer","No",4,"2782","Northridge Street",2420,"NSW","Australia",3,-32.4936300787879,151.620868342746,"35-44","Managerial",42255
"Dylan Stranio","M",47,"Manufacturing","High Net Worth","Yes",9,"3662","Beilfuss Lane",2170,"NSW","Australia",8,-33.9264704636,150.912612024628,"65+","Managerial",49851
"Mel Rochford","F",11,"Retail","Mass Customer","Yes",4,"56334","Vera Crossing",3013,"VIC","Australia",9,-37.8162932168179,144.892300306216,"25-34","Administrative",62757
"Elvin Trayhorn","M",46,"Financial Services","High Net Worth","No",10,"79","Sheridan Point",2231,"NSW","Australia",10,-34.008444925,151.214100102436,"25-34","Managerial",53518
"Sonni Milligan","F",73,"Retail","Mass Customer","Yes",14,"4769","Dahle Plaza",3170,"VIC","Australia",9,-37.9228019200139,145.178745032001,"35-44","Technical",49999
"Kellina Haygreen","F",38,"Entertainment","Affluent Customer","No",18,"5731","Bunker Hill Lane",2046,"NSW","Australia",10,-33.8642599909091,151.127724375401,"55-64","Other",64658
"Yuma Dennick","M",40,"Manufacturing","Mass Customer","Yes",6,"89244","Macpherson Trail",2528,"NSW","Australia",8,-34.5513682047619,150.858059723846,"45-54","Other",45684
"Ashleigh","F",46,"Manufacturing","Mass Customer","Yes",6,"922","Utah Avenue",3204,"VIC","Australia",12,-37.9165479583333,145.03897444773,"25-34","Technical",53901
"Therese Brotherhood","F",30,"Health","Mass Customer","No",10,"25044","Bay Avenue",2042,"NSW","Australia",10,-33.8971000912879,151.179130790648,"35-44","Healthcare",59769
"Pansie Beccero","F",35,"Financial Services","Affluent Customer","Yes",10,"315","Hudson Road",4818,"QLD","Australia",5,-19.253840100715,146.68326146659,"55-64","Technical",54655
"Reinaldos Simmig","M",55,"Manufacturing","High Net Worth","No",8,"6112","Mariners Cove Park",3147,"VIC","Australia",10,-37.8636958907489,145.079475637311,"65+","Healthcare",54999
"Calhoun Mussington","M",98,"Health","Mass Customer","No",12,"176","Fallview Plaza",2019,"NSW","Australia",9,-33.9496219055556,151.203814605182,"25-34","Other",60512
"Winn Wells","M",66,"Manufacturing","Affluent Customer","No",9,"544","Pawling Road",2230,"NSW","Australia",10,-34.0610239921569,151.148743303068,"25-34","Technical",58047
"Rafi Brettelle","M",89,"Health","High Net Worth","No",6,"11","Brickson Park Alley",2166,"NSW","Australia",10,-33.8934230151607,150.939032399098,"65+","Other",41342
"Fey","F",48,"Health","High Net Worth","Yes",11,"77","Paget Park",3147,"VIC","Australia",12,-37.8636958907489,145.079475637311,"65+","Healthcare",54999
"Verne Loalday","M",1,"IT","High Net Worth","No",7,"598","Memorial Place",2082,"NSW","Australia",10,-33.59686037,151.14332922607,"35-44","Administrative",57282
"Eleonora Wiszniewski","F",49,"Financial Services","Affluent Customer","No",9,"6227","Quincy Terrace",4740,"QLD","Australia",2,-21.1229617040444,149.192090253298,"35-44","Other",54635
"Fayre Brannigan","F",32,"Manufacturing","Mass Customer","Yes",9,"31351","Sunbrook Place",2234,"NSW","Australia",10,-34.0097225397059,151.021161199409,"25-34","Technical",56498
"Eachelle Noirel","F",93,"Health","Affluent Customer","Yes",11,"80","Schiller Center",2292,"NSW","Australia",6,-32.92200480625,151.730576213627,"45-54","Healthcare",51594
"Carl Troyes","M",4,"Property","Mass Customer","No",7,"1217","Melody Alley",3109,"VIC","Australia",10,-37.7803252147773,145.165197322728,"45-54","Other",48000
"Cordie Brankley","F",79,"Entertainment","High Net Worth","No",18,"46","Westerfield Place",2195,"NSW","Australia",6,-33.9190878092765,151.075019072605,"65+","Other",39100
"Jackie Pays","M",21,"Health","Mass Customer","No",9,"75024","Ronald Regan Hill",2135,"NSW","Australia",12,-33.8770709538462,151.088543550564,"65+","Technical",42959
"Carroll Schlagman","F",61,"Health","Affluent Customer","No",13,"15","Fisk Road",2099,"NSW","Australia",9,-33.7485063201475,151.28461830512,"65+","Technical",52108
"Frans Idale","M",1,"Manufacturing","Mass Customer","No",10,"96","Hermina Place",4350,"QLD","Australia",2,-27.5667387088414,151.936658063843,"45-54","Healthcare",47616
"Amara Clow","F",47,"Financial Services","Mass Customer","Yes",13,"99376","Namekagon Street",3101,"VIC","Australia",12,-37.8012926885106,145.03520761726,"55-64","Quantitative",52960
"Anthony Morison","M",7,"Health","Mass Customer","No",12,"276","Derek Circle",2759,"NSW","Australia",9,-33.7992847606085,150.79264970355,"65+","Managerial",53438
"Cherye Stanfield","F",0,"Manufacturing","Affluent Customer","No",13,"56766","Mariners Cove Place",2256,"NSW","Australia",9,-33.4955734523256,151.315938610158,"35-44","Other",46706
"Ansell Tolhurst","M",77,"Manufacturing","Affluent Customer","No",22,"13","Montana Place",2232,"NSW","Australia",10,-34.0297099230114,151.060846702591,"65+","Technical",58410
"Erminie Rabidge","F",64,"Manufacturing","High Net Worth","No",17,"1969","Melody Lane",2170,"NSW","Australia",8,-33.9264704636,150.912612024628,"35-44","Administrative",49851
"Rosene Beckey","F",25,"Health","Mass Customer","Yes",14,"2463","Portage Center",2107,"NSW","Australia",11,-33.6290786594861,151.327077452658,"45-54","Other",49793
"Darlleen Shalcras","F",77,"Health","Mass Customer","No",11,"383","Graceland Avenue",2010,"NSW","Australia",10,-33.8835501127389,151.211522037291,"35-44","Healthcare",61100
"Bryon Goundry","M",79,"Manufacturing","Mass Customer","No",21,"5","Kensington Street",4165,"QLD","Australia",5,-27.619472896875,153.296431644137,"65+","Managerial",52462
"Sherwin Minocchi","M",71,"Financial Services","Mass Customer","Yes",11,"1","Alpine Crossing",2536,"NSW","Australia",8,-35.7319257680533,150.199030392862,"65+","Managerial",38212
"Luci Dyter","F",12,"Manufacturing","High Net Worth","No",20,"2","Namekagon Trail",3981,"VIC","Australia",7,-38.1982094,145.4860239,"65+","Technical",46870
"Sloan Pudney","M",83,"Financial Services","Affluent Customer","No",16,"6771","Pleasure Terrace",4557,"QLD","Australia",9,-26.6905005318182,153.106171511057,"55-64","Other",44366
"Otes Elegood","M",67,"Financial Services","High Net Worth","No",21,"2632","Del Mar Point",2226,"NSW","Australia",11,-34.0129303759705,151.060465806761,"65+","Technical",59000
"Davie Blay","M",94,"Financial Services","Mass Customer","No",8,"7021","5th Alley",2770,"NSW","Australia",7,-33.7571859536543,150.814152072592,"35-44","Technical",46224
"Dorolice Osmon","F",46,"Financial Services","Affluent Customer","No",15,"602","Clove Center",3046,"VIC","Australia",6,-37.710122090991,144.932195383873,"55-64","Other",48614
"Meade McReedy","F",94,"Financial Services","Affluent Customer","Yes",9,"4153","Johnson Point",2193,"NSW","Australia",10,-33.9121510947096,151.120812641441,"55-64","Technical",52153
"Rikki Chaffey","M",69,"Manufacturing","Mass Customer","No",20,"9","Spohn Way",4127,"QLD","Australia",1,-27.622597985241,153.132888768268,"65+","Technical",49537
"Adria Van den Velde","F",39,"Manufacturing","Affluent Customer","Yes",9,"6030","Becker Plaza",2261,"NSW","Australia",7,-33.3532840198413,151.470188067694,"45-54","Technical",46714
"Dmitri","M",72,"Financial Services","High Net Worth","Yes",15,"4","Mallory Pass",3690,"VIC","Australia",4,-36.1368317263675,146.870722025157,"25-34","Technical",46941
"Maddalena Hencke","F",61,"Health","High Net Worth","No",22,"64037","Swallow Crossing",4170,"QLD","Australia",5,-27.4717796268523,153.074749029688,"65+","Other",57534
"Rand Winchcum","M",34,"IT","Affluent Customer","No",3,"4594","Jackson Hill",2146,"NSW","Australia",7,-33.7908757714286,150.959088629153,"18-24","Other",52450
"Rowen Sollas","M",38,"Health","Mass Customer","No",5,"4","Anzinger Street",4556,"QLD","Australia",8,-26.6739260196765,153.073408089854,"55-64","Other",45026
"Boothe Hayselden","M",42,"Health","Mass Customer","Yes",17,"33","Pond Point",2291,"NSW","Australia",10,-32.9436622714286,151.750253351194,"65+","Technical",53382
"Noak Sleany","M",1,"Financial Services","Affluent Customer","No",17,"1","Roth Plaza",3121,"VIC","Australia",10,-37.8203632796882,145.000248903213,"55-64","Technical",61703
"Callean Wass","M",65,"Financial Services","Affluent Customer","No",14,"593","Stoughton Center",3073,"VIC","Australia",8,-37.7152610589963,145.013416298128,"35-44","Technical",46592
"Keelby Sudlow","M",96,"Manufacturing","High Net Worth","No",12,"8042","Cherokee Court",3163,"VIC","Australia",8,-37.8903348670455,145.057028749031,"35-44","Administrative",52534
"Rodrique Vernon","M",70,"Manufacturing","Affluent Customer","No",17,"5864","Mcbride Trail",3174,"VIC","Australia",8,-37.9730722160714,145.180364533191,"45-54","Technical",42732
"Brod Attrey","M",46,"Manufacturing","Mass Customer","Yes",14,"180","Lakewood Park",2194,"NSW","Australia",8,-33.9110895384615,151.103257053141,"55-64","Technical",41052
"Manny Mandy","M",36,"Argiculture","Mass Customer","No",16,"6","Union Center",4280,"QLD","Australia",7,-27.8113980945087,152.975291067409,"45-54","Administrative",51133
"Becky Lassen","F",11,"Financial Services","Mass Customer","Yes",7,"41153","Pond Park",2251,"NSW","Australia",8,-33.488239916421,151.39809286997,"45-54","Other",48252
"Tessa Heakey","F",43,"Financial Services","Mass Customer","No",9,"6233","Fulton Point",3337,"VIC","Australia",6,-37.6697798057692,144.571605582091,"45-54","Technical",48100
"Herbert Henryson","M",21,"Manufacturing","Mass Customer","No",4,"5123","Bobwhite Plaza",2528,"NSW","Australia",9,-34.5513682047619,150.858059723846,"25-34","Managerial",45684
"Cristie Bence","F",49,"Manufacturing","High Net Worth","No",9,"3413","Schmedeman Court",4122,"QLD","Australia",8,-27.5428297870176,153.090436598411,"18-24","Technical",50528
"Renate Whyte","F",60,"Health","High Net Worth","Yes",15,"4189","Laurel Center",2620,"NSW","Australia",7,-35.5951781,149.2095943938,"55-64","Healthcare",59378
"Toma Woolforde","F",67,"Financial Services","Mass Customer","Yes",5,"76","Melody Avenue",2092,"NSW","Australia",12,-33.7886277666667,151.246277728733,"25-34","Quantitative",61624
"Dorie Dunleavy","F",24,"Health","Affluent Customer","No",12,"1","Mcguire Lane",3356,"VIC","Australia",4,-37.5924574214286,143.830890242454,"55-64","Healthcare",42986
"Ellie Toope","F",29,"Property","High Net Worth","Yes",4,"8734","Fulton Hill",2156,"NSW","Australia",11,-33.682824171875,150.98425302909,"45-54","Quantitative",51617
"Leonora Swetenham","F",66,"IT","Mass Customer","Yes",10,"660","Hallows Place",2026,"NSW","Australia",10,-33.890394873125,151.268282356468,"55-64","Other",60000
"Teodor Mullinder","M",56,"Manufacturing","High Net Worth","No",11,"43","Pond Junction",3216,"VIC","Australia",5,-38.1800909541592,144.335073359887,"55-64","Technical",46270
"Jared Fendlow","M",79,"Financial Services","Mass Customer","No",15,"6195","Bellgrove Lane",4211,"QLD","Australia",7,-28.0244485640352,153.274217931672,"55-64","Managerial",46451
"Monty Thomazin","M",7,"Retail","Mass Customer","Yes",13,"30738","Muir Avenue",3105,"VIC","Australia",10,-37.7722656593525,145.088545112404,"65+","Technical",49326
"Briano Janowski","M",66,"Retail","Mass Customer","No",7,"3259","Eagan Parkway",2066,"NSW","Australia",8,-33.8096297036232,151.167748895846,"25-34","Technical",67091
"Ginger","M",94,"Telecommunications","Mass Customer","No",11,"160","Fremont Point",2259,"NSW","Australia",8,-33.2442879967153,151.455122978098,"65+","Managerial",47220
"Logan Colomb","M",74,"Retail","Mass Customer","Yes",19,"266","Lakewood Terrace",2761,"NSW","Australia",8,-33.7264995207921,150.850872287758,"65+","Administrative",52430
"Nichols Devinn","M",47,"Manufacturing","Affluent Customer","No",11,"5280","Waxwing Point",2071,"NSW","Australia",12,-33.7627809,151.165544831607,"35-44","Administrative",58992
"Catha Davitt","F",79,"Property","High Net Worth","Yes",6,"192","South Junction",2567,"NSW","Australia",7,-34.0428135076923,150.744314553532,"65+","Technical",55859
"Melosa McOwan","F",25,"Financial Services","Mass Customer","No",12,"900","Victoria Way",2211,"NSW","Australia",9,-33.9540693396552,151.033460692137,"18-24","Technical",51616
"Maris Leete","F",21,"Retail","Mass Customer","No",7,"6","Main Alley",4300,"QLD","Australia",4,-27.6601439031636,152.910363371682,"45-54","Technical",52180
"Wilburt Padden","M",22,"Manufacturing","Mass Customer","No",3,"22","Muir Avenue",2148,"NSW","Australia",5,-33.7746678359649,150.902494340217,"25-34","Technical",49140
"Rosabelle Godsmark","F",60,"Manufacturing","Mass Customer","Yes",3,"4871","Caliangt Hill",4102,"QLD","Australia",8,-27.4925531855058,153.037881254834,"25-34","Administrative",45436
"Guilbert Bearns","M",42,"Financial Services","Mass Customer","Yes",5,"47776","Packers Street",3226,"VIC","Australia",8,-38.2633856310811,144.514716436488,"35-44","Technical",46893
"Meridith Urwin","F",62,"Health","High Net Worth","Yes",10,"535","Graedel Circle",2444,"NSW","Australia",7,-31.4509541614951,152.885612911651,"25-34","Healthcare",43660
"Leeland","M",66,"Telecommunications","High Net Worth","No",12,"9","Stephen Center",4122,"QLD","Australia",4,-27.5428297870176,153.090436598411,"65+","Managerial",50528
"Gerta Porrett","F",46,"Health","High Net Worth","No",12,"74","Badeau Crossing",3250,"VIC","Australia",2,-38.3431427294118,143.583398386926,"55-64","Healthcare",43755
"Karrah Howell","F",63,"Manufacturing","Mass Customer","No",17,"4897","Melody Road",2566,"NSW","Australia",9,-34.0245521928571,150.840027092552,"65+","Technical",49474
"Alick Baise","M",62,"Health","Mass Customer","Yes",1,"96","Gateway Road",2747,"NSW","Australia",8,-33.7552136666747,150.752381214054,"25-34","Healthcare",52798
"Casandra Betteridge","F",29,"Financial Services","Affluent Customer","Yes",9,"68","Bluestem Center",3166,"VIC","Australia",10,-37.9073283524229,145.101256192327,"65+","Quantitative",50718
"Maurine Clee","F",45,"Property","High Net Worth","Yes",5,"6","Maple Plaza",2042,"NSW","Australia",10,-33.8971000912879,151.179130790648,"35-44","Technical",59769
"Hayes Daveren","M",32,"Manufacturing","Affluent Customer","Yes",11,"1","Becker Parkway",4350,"QLD","Australia",2,-27.5667387088414,151.936658063843,"65+","Managerial",47616
"Piper Issacov","F",67,"Health","Affluent Customer","Yes",22,"52201","Tony Avenue",2088,"NSW","Australia",9,-33.8261483026201,151.241572952559,"65+","Administrative",68786
"Markus Pendrey","M",88,"Health","Affluent Customer","Yes",12,"2382","Anthes Crossing",2153,"NSW","Australia",10,-33.7534401900469,150.998019385312,"55-64","Technical",59130
"Sile Zappel","F",47,"IT","High Net Worth","No",15,"44350","Buell Alley",4018,"QLD","Australia",6,-27.3421552834026,153.038452667479,"65+","Technical",51772
"Craggy Happel","M",37,"Manufacturing","High Net Worth","Yes",8,"23","Del Sol Alley",3064,"VIC","Australia",6,-37.5844135765066,144.932992711957,"35-44","Managerial",48045
"Egor Mariette","M",42,"Financial Services","Affluent Customer","No",3,"79","Mockingbird Plaza",3163,"VIC","Australia",7,-37.8903348670455,145.057028749031,"35-44","Other",52534
"Reinald Bembrigg","M",54,"Financial Services","Affluent Customer","No",10,"858","Portage Hill",2770,"NSW","Australia",7,-33.7571859536543,150.814152072592,"65+","Technical",46224
"Kissie Line","F",2,"Manufacturing","Affluent Customer","Yes",7,"629","Grasskamp Junction",2200,"NSW","Australia",9,-33.9179312734903,151.030705594586,"18-24","Other",43005
"Quentin Gerleit","F",32,"Manufacturing","Mass Customer","No",4,"88","Aberg Circle",3806,"VIC","Australia",8,-38.0362726072078,145.339344408016,"25-34","Other",51172
"Karoly Burgoine","M",57,"Health","High Net Worth","Yes",21,"18","Morning Circle",3012,"VIC","Australia",2,-37.8087397036697,144.855664193483,"65+","Administrative",51423
"Clarine Piecha","F",99,"Health","High Net Worth","No",14,"7523","Eggendart Hill",4151,"QLD","Australia",10,-27.4998219049592,153.061915174284,"55-64","Other",55483
"Mycah Beaston","M",11,"Financial Services","High Net Worth","Yes",12,"2","Mandrake Street",2221,"NSW","Australia",11,-33.9849356941176,151.10809252757,"55-64","Technical",52000
"Clemmie Bartoszewicz","F",87,"Financial Services","Mass Customer","No",8,"727","Morrow Parkway",3197,"VIC","Australia",9,-38.0726094675,145.125579533179,"65+","Quantitative",51812
