"customer_name","gender","customer_id","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Target","lat","lon","age_group","job_type","Median salary or wages"
"Keven Leahair","M","2875",71,"Financial Services","High Net Worth","No",2,"2241","Bonner Trail",4221,"QLD","Australia",9,"Mid-Value",-28.1192165642765,153.469528562055,"25-34","Technical",45552
"Antonino Hogben","M","1187",65,"Financial Services","Mass Customer","No",1,"53740","Vera Parkway",3644,"VIC","Australia",1,"Low-Value",-35.912257956062,145.672036591089,"25-34","Technical",42069
"Lauretta Furmonger","F","2365",2,"Argiculture","Mass Customer","Yes",3,"743","Stone Corner Parkway",4127,"QLD","Australia",6,"High-Value",-27.622597985241,153.132888768268,"25-34","Technical",49537
"Myrta Whibley","F","2427",20,"Health","High Net Worth","Yes",2,"96","Hintze Point",2147,"NSW","Australia",8,"High-Value",-33.7642819068182,150.93531962252,"25-34","Technical",52880
"Jeth Tomes","M","2266",74,"Retail","High Net Worth","No",1,"7037","North Park",2484,"NSW","Australia",6,"High-Value",-28.3497036439516,153.373785970948,"25-34","Managerial",40934
"Joachim","M","3095",14,"Retail","High Net Worth","Yes",2,"65620","Michigan Way",3141,"VIC","Australia",10,"Mid-Value",-37.8347851956731,144.988464533816,"25-34","Quantitative",59628
"Kristien Dunne","F","2377",29,"IT","High Net Worth","No",2,"86686","Novick Center",3147,"VIC","Australia",11,"High-Value",-37.8636958907489,145.079475637311,"25-34","Managerial",54999
"Lavina Clavey","F","1380",99,"Financial Services","Mass Customer","No",3,"29","Mallory Circle",3791,"VIC","Australia",9,"Low-Value",-37.916806,145.4180949,"25-34","Technical",49206
"Cary Cockerham","M","2300",20,"Financial Services","Mass Customer","Yes",3,"2","Nova Street",4228,"QLD","Australia",8,"High-Value",-28.1501771194444,153.405675760944,"25-34","Other",44999
"Cissy Jeffress","F","3332",43,"Health","Mass Customer","No",3,"42","Oxford Circle",2220,"NSW","Australia",11,"High-Value",-33.9664698769231,151.105515441045,"25-34","Administrative",41337
"Ford Groucock","M","331",87,"Health","Mass Customer","Yes",3,"42","Bunker Hill Avenue",2088,"NSW","Australia",8,"Mid-Value",-33.8261483026201,151.241572952559,"25-34","Technical",68786
"Marcile Carren","F","1384",48,"Manufacturing","Mass Customer","No",2,"6837","West Pass",4119,"QLD","Australia",7,"Mid-Value",-27.6130087561556,153.110077221189,"25-34","Technical",49400
"Hebert Bernocchi","M","945",59,"Health","High Net Worth","Yes",1,"627","Ronald Regan Alley",4505,"QLD","Australia",6,"High-Value",-27.1569380769231,152.970452382247,"25-34","Managerial",48956
"Leonardo Brennon","M","3136",60,"Retail","Mass Customer","Yes",3,"73907","Fallview Point",2250,"NSW","Australia",7,"Mid-Value",-33.4177301953368,151.32933541699,"25-34","Managerial",48472
"Sydel Seccombe","F","2224",3,"Retail","High Net Worth","Yes",4,"24","Hermina Alley",2262,"NSW","Australia",6,"Low-Value",-33.2229399545455,151.538625999599,"25-34","Technical",44485
"Cordelia","F","2615",23,"Financial Services","Mass Customer","Yes",1,"51313","Fulton Junction",2580,"NSW","Australia",7,"Mid-Value",-34.6654990177778,149.738710569005,"25-34","Healthcare",47905
"Mike Geggus","M","2549",12,"Health","Mass Customer","Yes",4,"1","Burning Wood Terrace",2323,"NSW","Australia",9,"Low-Value",-32.7831400035211,151.567845588058,"25-34","Healthcare",50658
"Leyla Eddington","F","2044",84,"Health","Mass Customer","Yes",1,"236","Fremont Alley",2156,"NSW","Australia",12,"High-Value",-33.682824171875,150.98425302909,"25-34","Technical",51617
"Loise Austins","F","1680",5,"Property","Mass Customer","Yes",4,"18","Superior Plaza",2068,"NSW","Australia",10,"Low-Value",-33.79891372,151.201169683081,"25-34","Technical",66413
"Trstram Bondesen","M","370",91,"Telecommunications","Affluent Customer","Yes",3,"6324","Michigan Trail",4570,"QLD","Australia",4,"Low-Value",-26.1322022261905,152.340541166673,"25-34","Managerial",41678
"Malissia Minthorpe","F","3070",74,"Health","Affluent Customer","Yes",1,"537","Amoth Center",2220,"NSW","Australia",9,"Low-Value",-33.9664698769231,151.105515441045,"25-34","Other",41337
"Andras Yurocjkin","M","2737",28,"Retail","Mass Customer","Yes",3,"86","Hansons Parkway",2211,"NSW","Australia",8,"High-Value",-33.9540693396552,151.033460692137,"25-34","Administrative",51616
"Esma Rycroft","F","1714",80,"Property","High Net Worth","Yes",4,"20415","Clyde Gallagher Parkway",2333,"NSW","Australia",5,"Mid-Value",-32.2931169630435,150.837280007368,"25-34","Other",55146
"Humfrid Ducket","M","1152",47,"Financial Services","Mass Customer","Yes",3,"893","Petterle Trail",4551,"QLD","Australia",10,"High-Value",-26.8070359170543,153.121601431189,"25-34","Technical",44940
"Haydon Berkery","M","1459",89,"Manufacturing","Mass Customer","No",4,"1435","Lukken Trail",2570,"NSW","Australia",8,"Low-Value",-34.0126402475969,150.71829235355,"25-34","Other",56069
"Reggie Mulliner","M","99",97,"Financial Services","Mass Customer","No",3,"79","Merry Park",2160,"NSW","Australia",9,"High-Value",-33.8323377604938,150.979639719442,"25-34","Managerial",44811
"Christie MacClure","F","2292",17,"Health","Mass Customer","Yes",2,"5015","Pawling Park",2525,"NSW","Australia",9,"Mid-Value",-34.4309563987843,150.851728178077,"25-34","Healthcare",53128
"Flor Agnew","F","3030",68,"Manufacturing","Affluent Customer","No",3,"4","Crescent Oaks Alley",2541,"NSW","Australia",5,"Mid-Value",-34.9009353683247,150.596269950916,"25-34","Other",43118
"Garrek Rowbotham","M","1736",83,"IT","Affluent Customer","No",4,"2538","Gateway Pass",4152,"QLD","Australia",4,"Mid-Value",-27.4998129436379,153.097022020441,"25-34","Other",56660
"Saunder Newens","M","2648",60,"Property","Affluent Customer","No",1,"736","Tomscot Center",4503,"QLD","Australia",5,"Mid-Value",-27.2353301176035,152.976109015268,"25-34","Administrative",49716
"Edgar Ordish","M","3216",59,"Manufacturing","Mass Customer","Yes",1,"26710","Express Trail",4390,"QLD","Australia",7,"High-Value",-28.547862192,150.311930642178,"25-34","Technical",45624
"Michal Paiton","M","1142",95,"Telecommunications","Mass Customer","No",2,"5998","Bayside Terrace",2526,"NSW","Australia",9,"Mid-Value",-34.4438796297778,150.830014631634,"25-34","Technical",51018
"Ericka Eggers","F","1302",29,"Financial Services","Affluent Customer","Yes",2,"9","Sugar Junction",4053,"QLD","Australia",7,"High-Value",-27.4003306967121,152.992586381134,"25-34","Quantitative",56792
"Cordie Disbrow","F","1496",22,"IT","Affluent Customer","No",3,"7764","Declaration Hill",2261,"NSW","Australia",9,"Mid-Value",-33.3532840198413,151.470188067694,"25-34","Managerial",46714
"Karissa Cabral","F","3433",10,"Property","Mass Customer","No",2,"82","Warrior Hill",3174,"VIC","Australia",8,"High-Value",-37.9730722160714,145.180364533191,"25-34","Technical",42732
"Angeli O'Hegertie","M","632",67,"Health","Mass Customer","No",1,"725","Cordelia Junction",3028,"VIC","Australia",8,"Mid-Value",-37.8731902324605,144.763129099591,"25-34","Managerial",50074
"Vi Lauga","F","1413",47,"Financial Services","Mass Customer","No",3,"967","Farmco Road",2880,"NSW","Australia",1,"High-Value",-31.4160928752337,141.662222399278,"25-34","Administrative",48051
"Fawnia Bartrum","F","810",24,"Health","Mass Customer","Yes",1,"808","Starling Place",2173,"NSW","Australia",9,"Low-Value",-33.9751138583333,150.944667635298,"25-34","Technical",58814
"Phillie Bradforth","F","1196",23,"Health","Mass Customer","No",2,"894","Maple Wood Drive",2251,"NSW","Australia",10,"High-Value",-33.488239916421,151.39809286997,"25-34","Healthcare",48252
"Syman Trimnell","M","1963",81,"Argiculture","Mass Customer","Yes",4,"493","Buell Point",4500,"QLD","Australia",8,"High-Value",-27.3137627571681,152.981263107015,"25-34","Quantitative",51356
"Emmy Jenton","F","2714",50,"Health","High Net Worth","Yes",1,"65","Sunbrook Road",2284,"NSW","Australia",4,"High-Value",-32.9616206368421,151.616332566433,"25-34","Healthcare",48242
"Maryann","F","2101",71,"Retail","Mass Customer","Yes",2,"344","Rockefeller Way",3966,"VIC","Australia",2,"High-Value",-38.66532,146.4372525,"25-34","Managerial",37777
"Thedric","M","2189",43,"Financial Services","High Net Worth","No",4,"63123","Merry Alley",4500,"QLD","Australia",8,"High-Value",-27.3137627571681,152.981263107015,"25-34","Technical",51356
"Peg Cliff","F","3281",67,"Manufacturing","Mass Customer","No",4,"5718","John Wall Plaza",4350,"QLD","Australia",1,"Low-Value",-27.5667387088414,151.936658063843,"25-34","Administrative",47616
"Mella Petrovsky","F","604",72,"IT","Affluent Customer","No",3,"7","Pepper Wood Way",2750,"NSW","Australia",8,"Mid-Value",-33.7549817482385,150.678150439569,"25-34","Other",53466
"Mariel Dyke","F","1971",49,"Manufacturing","Mass Customer","Yes",4,"38","Havey Place",3049,"VIC","Australia",5,"Mid-Value",-37.668113775,144.882633204092,"25-34","Technical",50072
"Darrelle Michie","F","2988",20,"Financial Services","Mass Customer","Yes",1,"3206","Debs Point",3071,"VIC","Australia",10,"High-Value",-37.7565813166641,144.998123676963,"25-34","Other",51678
"Flory Standering","M","2710",77,"Retail","Mass Customer","No",2,"86445","Bonner Junction",4660,"QLD","Australia",3,"High-Value",-25.2194210388889,152.276863682824,"25-34","Healthcare",39037
"Clarissa Blaisdale","F","2133",44,"Financial Services","High Net Worth","No",3,"32","Spenser Crossing",2880,"NSW","Australia",1,"Low-Value",-31.4160928752337,141.662222399278,"25-34","Managerial",48051
"Tommie Mardle","M","2161",35,"Financial Services","Mass Customer","No",4,"0","Delladonna Parkway",3189,"VIC","Australia",10,"Mid-Value",-37.9397943866667,145.055504567447,"25-34","Administrative",52265
"Marijn Arnoll","M","2198",1,"Property","Affluent Customer","Yes",1,"6631","Farragut Terrace",2148,"NSW","Australia",6,"Mid-Value",-33.7746678359649,150.902494340217,"25-34","Other",49140
"Denyse Scutts","F","3219",94,"Financial Services","Mass Customer","No",3,"423","Mcbride Place",2477,"NSW","Australia",7,"High-Value",-28.87271744,153.438992172172,"25-34","Technical",41494
"Cyndia Gull","F","1466",62,"Financial Services","High Net Worth","Yes",2,"21","Spohn Drive",2530,"NSW","Australia",8,"Mid-Value",-34.4860134172043,150.781151272685,"25-34","Quantitative",49813
"Brunhilde Kendall","F","2187",52,"Health","Mass Customer","No",2,"6","Dovetail Circle",2200,"NSW","Australia",9,"Mid-Value",-33.9179312734903,151.030705594586,"25-34","Technical",43005
"Katy Taffee","F","1623",29,"Entertainment","High Net Worth","Yes",2,"94181","South Park",3264,"VIC","Australia",1,"High-Value",-38.24003005625,142.906250200753,"25-34","Technical",42574
"Isabelita Kitchener","F","1865",35,"Retail","Mass Customer","No",3,"47","Veith Junction",3196,"VIC","Australia",9,"Low-Value",-38.0381207411622,145.114420620845,"25-34","Administrative",54085
"Lila Eyeington","F","2865",11,"Manufacturing","High Net Worth","No",3,"6804","Red Cloud Parkway",2099,"NSW","Australia",9,"High-Value",-33.7485063201475,151.28461830512,"25-34","Technical",52108
"Dinnie Worsom","F","3050",90,"Financial Services","High Net Worth","No",5,"6","Westend Center",2546,"NSW","Australia",6,"Mid-Value",-36.2589551359391,150.087856652334,"25-34","Other",35034
"Royall Slimings","M","390",83,"Health","Affluent Customer","No",3,"740","Calypso Drive",2100,"NSW","Australia",10,"Low-Value",-33.7542331660873,151.256812550623,"25-34","Technical",53927
"Patrizius Hardinge","M","887",55,"Manufacturing","High Net Worth","No",1,"707","Spaight Place",2830,"NSW","Australia",4,"High-Value",-32.2286077673692,148.647786354522,"25-34","Managerial",47520
"Brigham Vyse","M","2298",64,"Property","Mass Customer","Yes",5,"974","Fisk Alley",3977,"VIC","Australia",4,"Mid-Value",-38.0955446155503,145.266612213336,"25-34","Other",49058
"Breena Risebrow","F","1156",22,"Argiculture","Mass Customer","Yes",1,"98","Veith Hill",4510,"QLD","Australia",3,"Mid-Value",-27.0792961882794,152.98168858818,"25-34","Administrative",43188
"Isobel Lampett","F","1197",44,"Financial Services","High Net Worth","Yes",5,"5","Daystar Lane",2560,"NSW","Australia",8,"High-Value",-34.0862672238874,150.809804183538,"25-34","Other",50249
"Gerek Chape","M","1527",23,"Manufacturing","Mass Customer","No",2,"83","Luster Drive",2848,"NSW","Australia",1,"High-Value",-32.8877851375,149.971504504363,"25-34","Technical",38910
"Zulema Cristofolo","F","3413",93,"Financial Services","Mass Customer","No",3,"687","Almo Crossing",2160,"NSW","Australia",10,"Mid-Value",-33.8323377604938,150.979639719442,"25-34","Managerial",44811
"Kerry Ford","F","1753",6,"Health","High Net Worth","Yes",1,"3483","Burrows Hill",2137,"NSW","Australia",11,"Mid-Value",-33.8535504297297,151.103234411333,"25-34","Managerial",58719
"Haley Dessent","M","3481",37,"Manufacturing","High Net Worth","No",4,"0","1st Trail",3223,"VIC","Australia",7,"Mid-Value",-38.1435617391304,144.667090984097,"25-34","Other",41140
"Codie Arnecke","M","1251",63,"Property","Mass Customer","No",2,"6","Lerdahl Plaza",4519,"QLD","Australia",6,"Low-Value",-26.8572211875,152.966517785914,"25-34","Technical",43812
"Mabel Marousek","F","1207",30,"Health","Mass Customer","No",1,"22619","Schurz Street",2321,"NSW","Australia",4,"High-Value",-32.6897938658537,151.581855271506,"25-34","Technical",52606
"Lambert Vardey","M","1899",29,"Retail","Affluent Customer","Yes",4,"306","Donald Court",3844,"VIC","Australia",1,"Mid-Value",-38.1897013926667,146.529273334814,"25-34","Technical",50718
"Linnea Jeacop","F","2781",4,"Financial Services","Affluent Customer","Yes",5,"99","Alpine Lane",3064,"VIC","Australia",7,"Low-Value",-37.5844135765066,144.932992711957,"25-34","Managerial",48045
"Cosette Callar","F","1897",58,"Manufacturing","Mass Customer","Yes",1,"48","Dawn Center",4132,"QLD","Australia",3,"Mid-Value",-27.6726901,153.086602933715,"25-34","Technical",45610
"Sibylla Marlon","F","1335",57,"Entertainment","Mass Customer","Yes",3,"4","Sycamore Pass",3977,"VIC","Australia",5,"Mid-Value",-38.0955446155503,145.266612213336,"25-34","Other",49058
"Dionysus Elmhurst","M","2550",34,"Health","Mass Customer","Yes",4,"92427","Norway Maple Street",3000,"VIC","Australia",6,"High-Value",-37.8135824114841,144.963479678965,"25-34","Healthcare",31480
"Vikki Tett","F","1549",87,"Financial Services","Affluent Customer","Yes",4,"46","Grim Pass",2148,"NSW","Australia",7,"High-Value",-33.7746678359649,150.902494340217,"25-34","Technical",49140
"Dannie Hissie","F","183",7,"Retail","Affluent Customer","No",3,"8","Haas Park",2074,"NSW","Australia",10,"Low-Value",-33.7202793343309,151.141275449898,"25-34","Other",64253
"Agneta Swiggs","F","1491",96,"Health","Mass Customer","Yes",4,"15012","Oneill Plaza",2285,"NSW","Australia",5,"Low-Value",-32.9341089117647,151.648088775665,"25-34","Other",50850
"Dur Knappen","M","3198",66,"Manufacturing","Mass Customer","Yes",1,"5600","Lien Plaza",3796,"VIC","Australia",8,"Low-Value",-37.788838565625,145.378309320951,"25-34","Managerial",46800
"Merna McCulloch","F","134",34,"Telecommunications","Affluent Customer","Yes",5,"1605","Northfield Junction",2158,"NSW","Australia",11,"High-Value",-33.68646922,151.031421174901,"25-34","Administrative",52734
"Sydney Georger","M","278",22,"Retail","Affluent Customer","Yes",4,"3","Corscot Crossing",2030,"NSW","Australia",12,"Low-Value",-33.86386975,151.278146014812,"25-34","Administrative",56180
"Ario Jeromson","M","1025",69,"IT","Mass Customer","Yes",5,"4885","Stone Corner Alley",3046,"VIC","Australia",8,"Mid-Value",-37.710122090991,144.932195383873,"25-34","Technical",48614
"El Toupe","M","677",59,"Financial Services","Mass Customer","No",5,"5","Lyons Alley",2216,"NSW","Australia",10,"Low-Value",-33.9513570326087,151.146062355908,"25-34","Quantitative",47253
"Goddard Benthall","M","2930",46,"Entertainment","Mass Customer","No",3,"51","Bay Junction",2081,"NSW","Australia",10,"Mid-Value",-33.61184254375,151.156858124157,"25-34","Administrative",56753
"Filippo Ferrara","M","145",33,"Financial Services","Mass Customer","No",4,"7245","Cottonwood Center",2285,"NSW","Australia",5,"Mid-Value",-32.9341089117647,151.648088775665,"25-34","Other",50850
"Hurlee Fasson","M","3157",46,"Retail","Mass Customer","Yes",1,"16","Hansons Hill",2454,"NSW","Australia",7,"High-Value",-30.4560220511013,152.904856556978,"25-34","Other",39557
"Raddy Delete","M","130",32,"Manufacturing","Mass Customer","No",1,"58","Helena Hill",2205,"NSW","Australia",7,"Low-Value",-33.931405620134,151.142891775701,"25-34","Technical",48500
"Massimo Seymour","M","663",27,"Property","Affluent Customer","Yes",3,"15","Lindbergh Center",2199,"NSW","Australia",9,"Low-Value",-33.90408827,151.024250040193,"25-34","Managerial",44620
"Laina Semorad","F","2167",31,"Entertainment","Mass Customer","No",1,"9732","Swallow Way",2750,"NSW","Australia",8,"Low-Value",-33.7549817482385,150.678150439569,"25-34","Other",53466
"Adrianne Lowerson","F","2386",93,"Financial Services","Mass Customer","No",2,"1","Nova Avenue",2200,"NSW","Australia",9,"High-Value",-33.9179312734903,151.030705594586,"25-34","Technical",43005
"Deloria","F","2835",30,"Manufacturing","Affluent Customer","No",2,"72297","Sutherland Junction",2560,"NSW","Australia",8,"Low-Value",-34.0862672238874,150.809804183538,"25-34","Technical",50249
"Dory Barnsdall","F","416",14,"Property","Mass Customer","Yes",1,"5","Butternut Crossing",4552,"QLD","Australia",4,"Low-Value",-26.7655443818182,152.841514821174,"25-34","Other",37904
"Sigismond Stockow","M","2594",90,"Manufacturing","Mass Customer","No",2,"3","Pennsylvania Terrace",2197,"NSW","Australia",9,"Low-Value",-33.900468425,150.995715848496,"25-34","Other",45690
"Kendricks Plastow","M","1408",14,"Health","High Net Worth","No",4,"6","Anderson Court",2880,"NSW","Australia",1,"High-Value",-31.4160928752337,141.662222399278,"25-34","Other",48051
