"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Recency","Frequency","Monetary","RFM_Score","Target"
"Cissy Jeffress","F",25,3332,43,"Account Representative III","Health","Mass Customer","No",3,"42","Oxford Circle",2220,"NSW","Australia",11,2186,6,2799.26,433,"High-Value"
"Ford Groucock","M",25,331,87,"Desktop Support Technician","Health","Mass Customer","Yes",3,"42","Bunker Hill Avenue",2088,"NSW","Australia",8,2263,6,4404.67,234,"Mid-Value"
"Marcile Carren","F",25,1384,48,"Quality Control Specialist","Manufacturing","Mass Customer","No",2,"6837","West Pass",4119,"QLD","Australia",7,2217,6,3307.48,333,"Mid-Value"
"Hebert Bernocchi","M",25,945,59,"Human Resources Manager","Health","High Net Worth","Yes",1,"627","Ronald Regan Alley",4505,"QLD","Australia",6,2195,7,3812.27,433,"High-Value"
"Leonardo Brennon","M",25,3136,60,"Marketing Manager","Retail","Mass Customer","Yes",3,"73907","Fallview Point",2250,"NSW","Australia",7,2206,4,1210.21,311,"Mid-Value"
"Sydel Seccombe","F",25,2224,3,"Budget/Accounting Analyst III","Retail","High Net Worth","Yes",4,"24","Hermina Alley",2262,"NSW","Australia",6,2468,3,1041.01,111,"Low-Value"
"Cordelia","F",25,2615,23,"Nurse","Financial Services","Mass Customer","Yes",1,"51313","Fulton Junction",2580,"NSW","Australia",7,2236,9,5517.12,244,"Mid-Value"
"Mike Geggus","M",25,2549,12,"Pharmacist","Health","Mass Customer","Yes",4,"1","Burning Wood Terrace",2323,"NSW","Australia",9,2238,4,2211.56,212,"Low-Value"
"Leyla Eddington","F",25,2044,84,"Quality Engineer","Health","Mass Customer","Yes",1,"236","Fremont Alley",2156,"NSW","Australia",12,2186,5,3977.45,423,"High-Value"
"Loise Austins","F",25,1680,5,"Desktop Support Technician","Property","Mass Customer","Yes",4,"18","Superior Plaza",2068,"NSW","Australia",10,2293,3,1931.5,112,"Low-Value"
"Trstram Bondesen","M",25,370,91,"Media Manager IV","Telecommunications","Affluent Customer","Yes",3,"6324","Michigan Trail",4570,"QLD","Australia",4,2292,7,3290.26,133,"Low-Value"
"Malissia Minthorpe","F",25,3070,74,"Account Executive","Health","Affluent Customer","Yes",1,"537","Amoth Center",2220,"NSW","Australia",9,2300,4,399.21,111,"Low-Value"
"Andras Yurocjkin","M",25,2737,28,"Recruiter","Retail","Mass Customer","Yes",3,"86","Hansons Parkway",2211,"NSW","Australia",8,2186,9,5371.57,444,"High-Value"
"Esma Rycroft","F",25,1714,80,"Senior Sales Associate","Property","High Net Worth","Yes",4,"20415","Clyde Gallagher Parkway",2333,"NSW","Australia",5,2219,6,3372.13,333,"Mid-Value"
"Humfrid Ducket","M",25,1152,47,"Business Systems Development Analyst","Financial Services","Mass Customer","Yes",3,"893","Petterle Trail",4551,"QLD","Australia",10,2205,8,4516.14,344,"High-Value"
"Haydon Berkery","M",25,1459,89,"Senior Sales Associate","Manufacturing","Mass Customer","No",4,"1435","Lukken Trail",2570,"NSW","Australia",8,2279,4,4557.6,114,"Low-Value"
"Reggie Mulliner","M",25,99,97,"VP Accounting","Financial Services","Mass Customer","No",3,"79","Merry Park",2160,"NSW","Australia",9,2183,9,4557.65,444,"High-Value"
"Christie MacClure","F",25,2292,17,"Research Nurse","Health","Mass Customer","Yes",2,"5015","Pawling Park",2525,"NSW","Australia",9,2226,7,4768.85,334,"Mid-Value"
"Flor Agnew","F",25,3030,68,"Technical Writer","Manufacturing","Affluent Customer","No",3,"4","Crescent Oaks Alley",2541,"NSW","Australia",5,2205,7,2713.38,332,"Mid-Value"
"Garrek Rowbotham","M",25,1736,83,"Associate Professor","IT","Affluent Customer","No",4,"2538","Gateway Pass",4152,"QLD","Australia",4,2235,6,3759.28,233,"Mid-Value"
"Saunder Newens","M",25,2648,60,"Account Representative I","Property","Affluent Customer","No",1,"736","Tomscot Center",4503,"QLD","Australia",5,2216,5,4384.85,324,"Mid-Value"
"Edgar Ordish","M",25,3216,59,"Database Administrator III","Manufacturing","Mass Customer","Yes",1,"26710","Express Trail",4390,"QLD","Australia",7,2181,4,1236.19,411,"High-Value"
"Michal Paiton","M",25,1142,95,"Desktop Support Technician","Telecommunications","Mass Customer","No",2,"5998","Bayside Terrace",2526,"NSW","Australia",9,2219,4,1841.73,312,"Mid-Value"
"Ericka Eggers","F",25,1302,29,"Biostatistician I","Financial Services","Affluent Customer","Yes",2,"9","Sugar Junction",4053,"QLD","Australia",7,2210,13,5336.73,344,"High-Value"
"Cordie Disbrow","F",25,1496,22,"Human Resources Manager","IT","Affluent Customer","No",3,"7764","Declaration Hill",2261,"NSW","Australia",9,2234,5,3181.16,223,"Mid-Value"
"Karissa Cabral","F",25,3433,10,"Computer Systems Analyst II","Property","Mass Customer","No",2,"82","Warrior Hill",3174,"VIC","Australia",8,2181,10,5925.74,444,"High-Value"
"Angeli O'Hegertie","M",25,632,67,"General Manager","Health","Mass Customer","No",1,"725","Cordelia Junction",3028,"VIC","Australia",8,2222,3,1726.61,311,"Mid-Value"
"Vi Lauga","F",25,1413,47,"Administrative Assistant II","Financial Services","Mass Customer","No",3,"967","Farmco Road",2880,"NSW","Australia",1,2184,6,3277.86,433,"High-Value"
"Fawnia Bartrum","F",25,810,24,"Software Test Engineer IV","Health","Mass Customer","Yes",1,"808","Starling Place",2173,"NSW","Australia",9,2249,4,945.16,211,"Low-Value"
"Phillie Bradforth","F",25,1196,23,"Research Nurse","Health","Mass Customer","No",2,"894","Maple Wood Drive",2251,"NSW","Australia",10,2199,6,1455.38,431,"High-Value"
"Syman Trimnell","M",25,1963,81,"Biostatistician I","Argiculture","Mass Customer","Yes",4,"493","Buell Point",4500,"QLD","Australia",8,2190,2,1828.47,412,"High-Value"
"Emmy Jenton","F",25,2714,50,"Occupational Therapist","Health","High Net Worth","Yes",1,"65","Sunbrook Road",2284,"NSW","Australia",4,2189,5,1252.46,421,"High-Value"
"Maryann","F",25,2101,71,"General Manager","Retail","Mass Customer","Yes",2,"344","Rockefeller Way",3966,"VIC","Australia",2,2201,10,7332.69,344,"High-Value"
"Thedric","M",25,2189,43,"Safety Technician II","Financial Services","High Net Worth","No",4,"63123","Merry Alley",4500,"QLD","Australia",8,2221,10,4914.08,344,"High-Value"
"Peg Cliff","F",25,3281,67,"Administrative Assistant III","Manufacturing","Mass Customer","No",4,"5718","John Wall Plaza",4350,"QLD","Australia",1,2240,2,987.82,211,"Low-Value"
"Mella Petrovsky","F",25,604,72,"Help Desk Operator","IT","Affluent Customer","No",3,"7","Pepper Wood Way",2750,"NSW","Australia",8,2250,6,4661.96,234,"Mid-Value"
"Mariel Dyke","F",25,1971,49,"Product Engineer","Manufacturing","Mass Customer","Yes",4,"38","Havey Place",3049,"VIC","Australia",5,2243,7,4812.99,234,"Mid-Value"
"Darrelle Michie","F",25,2988,20,"Administrative Officer","Financial Services","Mass Customer","Yes",1,"3206","Debs Point",3071,"VIC","Australia",10,2213,8,3034.97,343,"High-Value"
"Flory Standering","M",25,2710,77,"Nurse Practicioner","Retail","Mass Customer","No",2,"86445","Bonner Junction",4660,"QLD","Australia",3,2189,4,977.41,411,"High-Value"
"Clarissa Blaisdale","F",25,2133,44,"General Manager","Financial Services","High Net Worth","No",3,"32","Spenser Crossing",2880,"NSW","Australia",1,2301,5,3126.84,123,"Low-Value"
"Tommie Mardle","M",25,2161,35,"Assistant Professor","Financial Services","Mass Customer","No",4,"0","Delladonna Parkway",3189,"VIC","Australia",10,2233,5,2584.95,222,"Mid-Value"
"Marijn Arnoll","M",25,2198,1,"Editor","Property","Affluent Customer","Yes",1,"6631","Farragut Terrace",2148,"NSW","Australia",6,2206,3,1152.9,311,"Mid-Value"
"Denyse Scutts","F",25,3219,94,"Web Developer III","Financial Services","Mass Customer","No",3,"423","Mcbride Place",2477,"NSW","Australia",7,2208,8,2096.27,342,"High-Value"
"Cyndia Gull","F",25,1466,62,"Cost Accountant","Financial Services","High Net Worth","Yes",2,"21","Spohn Drive",2530,"NSW","Australia",8,2214,3,978.42,311,"Mid-Value"
"Brunhilde Kendall","F",26,2187,52,"Budget/Accounting Analyst I","Health","Mass Customer","No",2,"6","Dovetail Circle",2200,"NSW","Australia",9,2244,7,5644.17,234,"Mid-Value"
"Katy Taffee","F",26,1623,29,"Software Test Engineer III","Entertainment","High Net Worth","Yes",2,"94181","South Park",3264,"VIC","Australia",1,2183,6,3362.55,433,"High-Value"
"Isabelita Kitchener","F",26,1865,35,"Office Assistant III","Retail","Mass Customer","No",3,"47","Veith Junction",3196,"VIC","Australia",9,2280,1,690.49,111,"Low-Value"
"Lila Eyeington","F",26,2865,11,"Electrical Engineer","Manufacturing","High Net Worth","No",3,"6804","Red Cloud Parkway",2099,"NSW","Australia",9,2181,7,5283.91,434,"High-Value"
"Dinnie Worsom","F",26,3050,90,"Professor","Financial Services","High Net Worth","No",5,"6","Westend Center",2546,"NSW","Australia",6,2247,9,6353.12,244,"Mid-Value"
"Royall Slimings","M",26,390,83,"Programmer Analyst II","Health","Affluent Customer","No",3,"740","Calypso Drive",2100,"NSW","Australia",10,2257,5,869.56,221,"Low-Value"
"Patrizius Hardinge","M",26,887,55,"Project Manager","Manufacturing","High Net Worth","No",1,"707","Spaight Place",2830,"NSW","Australia",4,2220,8,5247.44,344,"High-Value"
"Brigham Vyse","M",26,2298,64,"Environmental Tech","Property","Mass Customer","Yes",5,"974","Fisk Alley",3977,"VIC","Australia",4,2226,6,3140.01,333,"Mid-Value"
"Breena Risebrow","F",26,1156,22,"Marketing Assistant","Argiculture","Mass Customer","Yes",1,"98","Veith Hill",4510,"QLD","Australia",3,2221,4,2559.66,312,"Mid-Value"
"Isobel Lampett","F",26,1197,44,"Professor","Financial Services","High Net Worth","Yes",5,"5","Daystar Lane",2560,"NSW","Australia",8,2188,4,1559.13,411,"High-Value"
"Gerek Chape","M",26,1527,23,"Chemical Engineer","Manufacturing","Mass Customer","No",2,"83","Luster Drive",2848,"NSW","Australia",1,2222,8,3855.93,343,"High-Value"
"Zulema Cristofolo","F",26,3413,93,"VP Accounting","Financial Services","Mass Customer","No",3,"687","Almo Crossing",2160,"NSW","Australia",10,2206,4,4076.18,313,"Mid-Value"
"Kerry Ford","F",26,1753,6,"VP Product Management","Health","High Net Worth","Yes",1,"3483","Burrows Hill",2137,"NSW","Australia",11,2208,4,2093.21,312,"Mid-Value"
"Haley Dessent","M",26,3481,37,"Systems Administrator IV","Manufacturing","High Net Worth","No",4,"0","1st Trail",3223,"VIC","Australia",7,2235,7,2438.45,232,"Mid-Value"
"Codie Arnecke","M",26,1251,63,"Desktop Support Technician","Property","Mass Customer","No",2,"6","Lerdahl Plaza",4519,"QLD","Australia",6,2242,4,1481.07,211,"Low-Value"
"Mabel Marousek","F",26,1207,30,"Engineer IV","Health","Mass Customer","No",1,"22619","Schurz Street",2321,"NSW","Australia",4,2194,6,1108.2,431,"High-Value"
"Lambert Vardey","M",26,1899,29,"Software Test Engineer I","Retail","Affluent Customer","Yes",4,"306","Donald Court",3844,"VIC","Australia",1,2257,5,2030.54,222,"Mid-Value"
"Linnea Jeacop","F",26,2781,4,"VP Sales","Financial Services","Affluent Customer","Yes",5,"99","Alpine Lane",3064,"VIC","Australia",7,2254,4,1289.35,211,"Low-Value"
"Cosette Callar","F",26,1897,58,"Product Engineer","Manufacturing","Mass Customer","Yes",1,"48","Dawn Center",4132,"QLD","Australia",3,2243,7,2502.37,232,"Mid-Value"
"Sibylla Marlon","F",26,1335,57,"Associate Professor","Entertainment","Mass Customer","Yes",3,"4","Sycamore Pass",3977,"VIC","Australia",5,2233,7,3332.65,233,"Mid-Value"
"Dionysus Elmhurst","M",26,2550,34,"Pharmacist","Health","Mass Customer","Yes",4,"92427","Norway Maple Street",3000,"VIC","Australia",6,2192,5,3128.27,423,"High-Value"
"Vikki Tett","F",26,1549,87,"Structural Engineer","Financial Services","Affluent Customer","Yes",4,"46","Grim Pass",2148,"NSW","Australia",7,2184,7,2924.48,433,"High-Value"
"Dannie Hissie","F",26,183,7,"Geologist III","Retail","Affluent Customer","No",3,"8","Haas Park",2074,"NSW","Australia",10,2283,6,3187.84,133,"Low-Value"
"Agneta Swiggs","F",26,1491,96,"Senior Sales Associate","Health","Mass Customer","Yes",4,"15012","Oneill Plaza",2285,"NSW","Australia",5,2341,3,1591.33,111,"Low-Value"
"Dur Knappen","M",26,3198,66,"Media Manager III","Manufacturing","Mass Customer","Yes",1,"5600","Lien Plaza",3796,"VIC","Australia",8,2282,4,3989.35,113,"Low-Value"
"Merna McCulloch","F",26,134,34,"Legal Assistant","Telecommunications","Affluent Customer","Yes",5,"1605","Northfield Junction",2158,"NSW","Australia",11,2195,6,2946.42,433,"High-Value"
"Sydney Georger","M",26,278,22,"Executive Secretary","Retail","Affluent Customer","Yes",4,"3","Corscot Crossing",2030,"NSW","Australia",12,2429,1,827.16,111,"Low-Value"
"Ario Jeromson","M",26,1025,69,"Quality Engineer","IT","Mass Customer","Yes",5,"4885","Stone Corner Alley",3046,"VIC","Australia",8,2241,8,1800.12,242,"Mid-Value"
"El Toupe","M",26,677,59,"Senior Cost Accountant","Financial Services","Mass Customer","No",5,"5","Lyons Alley",2216,"NSW","Australia",10,2252,5,940.36,221,"Low-Value"
"Goddard Benthall","M",26,2930,46,"Assistant Media Planner","Entertainment","Mass Customer","No",3,"51","Bay Junction",2081,"NSW","Australia",10,2252,6,3166.93,233,"Mid-Value"
"Filippo Ferrara","M",26,145,33,"Account Executive","Financial Services","Mass Customer","No",4,"7245","Cottonwood Center",2285,"NSW","Australia",5,2209,7,3140.3,333,"Mid-Value"
"Hurlee Fasson","M",26,3157,46,"Internal Auditor","Retail","Mass Customer","Yes",1,"16","Hansons Hill",2454,"NSW","Australia",7,2191,8,4886.13,444,"High-Value"
"Raddy Delete","M",26,130,32,"Chemical Engineer","Manufacturing","Mass Customer","No",1,"58","Helena Hill",2205,"NSW","Australia",7,2257,2,1779.58,211,"Low-Value"
"Massimo Seymour","M",26,663,27,"VP Sales","Property","Affluent Customer","Yes",3,"15","Lindbergh Center",2199,"NSW","Australia",9,2254,4,2132.79,212,"Low-Value"
"Laina Semorad","F",26,2167,31,"Librarian","Entertainment","Mass Customer","No",1,"9732","Swallow Way",2750,"NSW","Australia",8,2325,6,1539.6,131,"Low-Value"
"Adrianne Lowerson","F",26,2386,93,"Compensation Analyst","Financial Services","Mass Customer","No",2,"1","Nova Avenue",2200,"NSW","Australia",9,2193,7,5453.86,434,"High-Value"
"Deloria","F",26,2835,30,"Environmental Specialist","Manufacturing","Affluent Customer","No",2,"72297","Sutherland Junction",2560,"NSW","Australia",8,2409,3,328.77,111,"Low-Value"
"Dory Barnsdall","F",26,416,14,"Software Consultant","Property","Mass Customer","Yes",1,"5","Butternut Crossing",4552,"QLD","Australia",4,2269,5,3085.98,123,"Low-Value"
"Sigismond Stockow","M",26,2594,90,"Internal Auditor","Manufacturing","Mass Customer","No",2,"3","Pennsylvania Terrace",2197,"NSW","Australia",9,2272,6,4895.55,134,"Low-Value"
"Kendricks Plastow","M",26,1408,14,"Dental Hygienist","Health","High Net Worth","No",4,"6","Anderson Court",2880,"NSW","Australia",1,2191,3,2731.09,412,"High-Value"
"Meggie Whitchurch","F",26,965,86,"Structural Engineer","Retail","High Net Worth","Yes",5,"5","Hintze Hill",2641,"NSW","Australia",1,2241,4,3867.74,213,"Low-Value"
"Quincy Weben","M",26,2388,84,"Cost Accountant","Financial Services","Mass Customer","No",1,"7256","Forster Crossing",2533,"NSW","Australia",8,2294,7,5387.65,134,"Low-Value"
"Ira Lamlin","F",26,796,8,"Financial Analyst","Financial Services","Mass Customer","No",2,"414","Kensington Lane",3076,"VIC","Australia",8,2187,7,3815.93,433,"High-Value"
"Amalee Choak","F",26,253,82,"Food Chemist","Health","Mass Customer","Yes",1,"77248","Columbus Drive",2340,"NSW","Australia",7,2198,5,1191.29,421,"High-Value"
"Rora Warre","F",26,3186,22,"Recruiter","IT","Mass Customer","Yes",2,"6","Michigan Park",3173,"VIC","Australia",9,2200,5,4279.33,324,"Mid-Value"
"Curran Gush","M",26,1349,83,"Electrical Engineer","Manufacturing","Affluent Customer","No",1,"77","Acker Alley",3151,"VIC","Australia",10,2224,6,1905.16,332,"Mid-Value"
"Ethyl Runham","F",26,103,49,"Product Engineer","Financial Services","Affluent Customer","Yes",4,"68","Little Fleur Crossing",2046,"NSW","Australia",12,2297,4,895.45,111,"Low-Value"
"Chan Kirckman","M",26,665,82,"Human Resources Assistant I","Manufacturing","Mass Customer","No",5,"77006","Nelson Point",4171,"QLD","Australia",10,2266,7,5204.2,234,"Mid-Value"
"Emanuel Baukham","M",26,1535,80,"Cost Accountant","Financial Services","Affluent Customer","Yes",3,"2","Saint Paul Parkway",2040,"NSW","Australia",12,2285,5,2811.97,123,"Low-Value"
"Emlyn Maile","M",26,3082,68,"Information Systems Manager","Manufacturing","Mass Customer","Yes",2,"837","Elmside Center",2761,"NSW","Australia",8,2197,5,1742.13,421,"High-Value"
"Maxwell Blabber","M",26,3111,42,"Associate Professor","Financial Services","Mass Customer","Yes",4,"7208","Old Gate Avenue",2112,"NSW","Australia",11,2229,4,1381.19,211,"Low-Value"
"Dita Darlison","F",26,2777,0,"Safety Technician III","Health","Mass Customer","Yes",1,"39","Badeau Court",2572,"NSW","Australia",8,2284,6,3307.11,133,"Low-Value"
"Forbes Londors","M",26,1029,71,"VP Sales","Property","Mass Customer","No",4,"1","Mcbride Center",2484,"NSW","Australia",6,2211,6,3660.06,333,"Mid-Value"
"Aldous Cubin","M",26,320,19,"Registered Nurse","Health","Mass Customer","No",4,"1108","Nevada Junction",4701,"QLD","Australia",2,2193,10,7204.66,444,"High-Value"
"Irving Murton","M",26,1295,66,"Nurse","Argiculture","Mass Customer","Yes",5,"7780","Autumn Leaf Drive",4209,"QLD","Australia",7,2210,6,1882.9,332,"Mid-Value"
"Althea Macvey","F",26,1410,10,"Marketing Manager","Retail","High Net Worth","Yes",6,"4370","Haas Trail",2870,"NSW","Australia",5,2241,7,5597.11,234,"Mid-Value"
"Yank Scarlett","M",26,2948,23,"Internal Auditor","Manufacturing","Mass Customer","Yes",2,"68473","Leroy Avenue",4105,"QLD","Australia",9,2292,5,2670.13,122,"Low-Value"
"Garvin Cunradi","M",26,2995,60,"Programmer IV","Health","Mass Customer","Yes",2,"24","Old Shore Crossing",2250,"NSW","Australia",7,2191,5,3066.68,423,"High-Value"
"Richard Poor","M",26,2447,55,"Tax Accountant","Financial Services","Affluent Customer","Yes",2,"9346","Sunfield Plaza",2671,"NSW","Australia",1,2220,7,3068.18,333,"Mid-Value"
"Lurleen Shoebridge","F",26,2738,77,"Research Nurse","Health","Mass Customer","No",5,"8476","Village Green Park",2774,"NSW","Australia",9,2240,5,1252.96,221,"Low-Value"
"Gayle Cockerell","M",26,2086,68,"Senior Cost Accountant","Financial Services","High Net Worth","No",1,"1","Raven Circle",2450,"NSW","Australia",7,2279,3,949.58,111,"Low-Value"
"Clare Attoe","M",26,2120,80,"Web Designer III","Manufacturing","Mass Customer","No",1,"35","Harbort Way",2446,"NSW","Australia",8,2183,8,4543.18,444,"High-Value"
"Ebba Hanselmann","F",26,173,99,"General Manager","Health","Affluent Customer","No",1,"2","Randy Point",2766,"NSW","Australia",8,2196,9,6549.51,444,"High-Value"
"Tim Guilliatt","M",27,2163,41,"VP Product Management","Financial Services","Mass Customer","Yes",6,"8","Bunting Hill",2155,"NSW","Australia",10,2251,4,1721.82,211,"Low-Value"
"Giusto Torbett","M",27,427,77,"Assistant Media Planner","Entertainment","Mass Customer","Yes",2,"1","Carey Pass",2065,"NSW","Australia",11,2290,4,2515.68,112,"Low-Value"
"Norma Batrim","F",27,787,29,"Research Assistant IV","Retail","Affluent Customer","Yes",2,"601","Stephen Place",2292,"NSW","Australia",7,2256,10,6646,244,"Mid-Value"
"Damon Phelip","M",27,1144,73,"Environmental Specialist","Health","High Net Worth","Yes",5,"4439","7th Terrace",2177,"NSW","Australia",9,2198,7,5961.25,434,"High-Value"
